"mcp_code","week_num","cumul_week"
13035,"39",22853
13035,"4",352
13035,"40",23320
13035,"41",23334
13035,"42",23448
13035,"43",23524
13035,"44",23525
13035,"45",23896
13035,"46",24509
13035,"47",25562
13035,"48",26315
13035,"49",26955
13035,"5",481
13035,"50",27965
13035,"51",30891
13035,"52",30898
13035,"6",635
13035,"7",699
13035,"8",899
13035,"9",1089
13036,"1",10
13036,"10",1153
13036,"11",1385
13036,"12",1588
13036,"13",1999
13036,"14",2510
13036,"15",3095
13036,"16",3516
13036,"17",3843
13036,"18",4733
13036,"19",5227
13036,"2",143
13036,"20",6345
13036,"21",6817
13036,"22",7450
13036,"23",8789
13036,"24",10181
13036,"25",11060
13036,"26",12019
13036,"27",12987
13036,"28",14284
13036,"29",15488
13036,"3",237
13036,"30",16164
13036,"31",17110
13036,"32",17801
13036,"33",18013
13036,"34",18260
13036,"35",18483
13036,"36",18496
13036,"37",18595
13036,"38",18739
13036,"39",18753
13036,"4",324
13036,"40",18904
13036,"41",19127
13036,"42",19129
13036,"43",19340
13036,"44",19435
13036,"45",19512
13036,"46",19867
13036,"47",20858
13036,"48",21723
13036,"49",21982
13036,"5",487
13036,"50",22378
13036,"51",22864
13036,"52",23886
13036,"6",597
13036,"7",710
13036,"8",867
13036,"9",1006
13037,"1",15
13037,"10",1505
13037,"11",1792
13037,"12",1995
13037,"13",2293
13037,"14",2735
13037,"15",3063
13037,"16",3550
13037,"17",3920
13037,"18",4571
13037,"19",5258
13037,"2",245
13037,"20",5952
13037,"21",6553
13037,"22",7631
13037,"23",9011
13037,"24",10665
13037,"25",11847
13037,"26",12510
13037,"27",13576
13037,"28",14480
13037,"29",15896
13037,"3",390
13037,"30",17150
13037,"31",17774
13037,"32",18320
13037,"33",18650
13037,"34",18836
13037,"35",19152
13037,"36",19250
13037,"37",19355
13037,"38",19542
13037,"39",19653
13037,"4",491
13037,"40",20085
13037,"41",20104
13037,"42",20203
13037,"43",20260
13037,"44",20264
13037,"45",20518
13037,"46",20977
13037,"47",21831
13037,"48",22434
13037,"49",22961
13037,"5",740
13037,"50",23770
13037,"51",26187
13037,"52",26198
13037,"6",895
13037,"7",1013
13037,"8",1190
13037,"9",1349
13040,"1",20
13040,"10",4253
13040,"11",5408
13040,"12",6179
13040,"13",7468
13040,"14",9177
13040,"15",10949
13040,"16",12309
13040,"17",13516
13040,"18",16445
13040,"19",19227
13040,"2",466
13040,"20",22006
13040,"21",24134
13040,"22",28132
13040,"23",33051
13040,"24",37293
13040,"25",40352
13040,"26",43670
13040,"27",47021
13040,"28",50501
13040,"29",53748
13040,"3",915
13040,"30",57304
13040,"31",60785
13040,"32",62828
13040,"33",63469
13040,"34",64209
13040,"35",65923
13040,"36",66315
13040,"37",66892
13040,"38",67737
13040,"39",68202
13040,"4",1120
13040,"40",69605
13040,"41",69926
13040,"42",69940
13040,"43",70744
13040,"44",70748
13040,"45",71610
13040,"46",72393
13040,"47",75797
13040,"48",77927
13040,"49",80071
13040,"5",1654
13040,"50",82114
13040,"51",89547
13040,"52",89577
13040,"6",2150
13040,"7",2401
13040,"8",2932
13040,"9",3514
13044,"1",35
13044,"10",911
13044,"11",1119
13044,"12",1316
13044,"13",1581
13044,"14",1897
13044,"15",2251
13044,"16",2629
13044,"17",2833
13044,"18",3435
13044,"19",3760
13044,"2",63
13044,"20",4382
13044,"21",4888
13044,"22",5572
13044,"23",6363
13044,"24",7083
13044,"25",7882
13044,"26",8629
13044,"27",9458
13044,"28",10131
13044,"29",10790
13044,"3",176
13044,"30",11601
13044,"31",12378
13044,"32",12767
13044,"33",12989
13044,"34",13168
13044,"35",13244
13044,"36",13321
13044,"37",13339
13044,"38",13463
13044,"39",13625
13044,"4",263
13044,"40",13638
13044,"41",13818
13044,"42",13819
13044,"43",13885
13044,"44",13911
13044,"45",14020
13044,"46",14171
13044,"47",14667
13044,"48",15259
13044,"49",15793
13044,"5",306
13044,"50",16304
13044,"51",16636
13044,"52",16699
13044,"6",421
13044,"7",519
13044,"8",625
13044,"9",780
13046,"1",35
13046,"10",1250
13046,"11",1607
13046,"12",1858
13046,"13",2179
13046,"14",2635
13046,"15",3116
13046,"16",3508
13046,"17",3845
13046,"18",4677
13046,"19",5426
13046,"2",104
13046,"20",6205
13046,"21",6846
13046,"22",8009
13046,"23",9388
13046,"24",10591
13046,"25",11449
13046,"26",12375
13046,"27",13344
13046,"28",14323
13046,"29",15220
13046,"3",214
13046,"30",16253
13046,"31",17169
13046,"32",17633
13046,"33",17776
13046,"34",17934
13046,"35",18301
13046,"36",18389
13046,"37",18493
13046,"38",18643
13046,"39",18767
13046,"4",294
13046,"40",19055
13046,"41",19142
13046,"42",19145
13046,"43",19291
13046,"44",19292
13046,"45",19502
13046,"46",19731
13046,"47",20815
13046,"48",21442
13046,"49",22152
13046,"5",423
13046,"50",22721
13046,"51",25075
13046,"52",25078
13046,"6",551
13046,"7",617
13046,"8",864
13046,"9",1083
13049,"1",35
13049,"10",2743
13049,"11",3282
13049,"12",3819
13049,"13",4649
13049,"14",5704
13049,"15",7182
13049,"16",8152
13049,"17",9185
13049,"18",11074
13049,"19",12561
13049,"2",361
13049,"20",14724
13049,"21",15825
13049,"22",18502
13049,"23",20859
13049,"24",23976
13049,"25",26185
13049,"26",27311
13049,"27",30144
13049,"28",32106
13049,"29",34747
13049,"3",796
13049,"30",37267
13049,"31",38494
13049,"32",39641
13049,"33",40482
13049,"34",40734
13049,"35",41407
13049,"36",41544
13049,"37",41551
13049,"38",41686
13049,"39",41699
13049,"4",910
13049,"40",43132
13049,"41",43297
13049,"42",43312
13049,"43",43327
13049,"44",43335
13049,"45",43341
13049,"46",43365
13049,"47",45156
13049,"48",49661
13049,"49",51171
13049,"5",1267
13049,"50",52788
13049,"51",54103
13049,"52",55979
13049,"6",1733
13049,"7",1927
13049,"8",2125
13049,"9",2426
13053,"1",25
13053,"10",1661
13053,"11",1996
13053,"12",2263
13053,"13",2783
13053,"14",3502
13053,"15",4273
13053,"16",4850
13053,"17",5632
13053,"18",7007
13053,"19",7767
13053,"2",140
13053,"20",9173
13053,"21",10116
13053,"22",11628
13053,"23",14066
13053,"24",15598
13053,"25",16762
13053,"26",17824
13053,"27",19349
13053,"28",20893
13053,"29",22771
13053,"3",457
13053,"30",23891
13053,"31",24896
13053,"32",25410
13053,"33",25651
13053,"34",26103
13053,"35",26490
13053,"36",26498
13053,"37",26502
13053,"38",26783
13053,"39",26795
13053,"4",516
13053,"40",26818
13053,"41",27679
13053,"42",27683
13053,"43",27692
13053,"44",27697
13053,"45",27705
13053,"46",27712
13053,"47",28114
13053,"48",29949
13053,"49",32190
13053,"5",649
13053,"50",33827
13053,"51",34683
13053,"52",36132
13053,"6",981
13053,"7",1082
13053,"8",1218
13053,"9",1407
21001,"1",647
21001,"10",7879
21001,"11",9042
21001,"12",12100
21001,"13",15035
21001,"14",18125
21001,"15",21337
21001,"16",24795
21001,"17",28963
21001,"18",34915
21001,"19",39462
21001,"2",1383
21001,"20",43837
21001,"21",48539
21001,"22",54817
21001,"23",60750
21001,"24",66570
21001,"25",72266
21001,"26",77375
21001,"27",82807
21001,"28",87302
21001,"29",91344
21001,"3",1690
21001,"30",95414
21001,"31",97856
21001,"32",99933
21001,"33",101864
21001,"34",104274
21001,"35",105416
21001,"36",106779
21001,"37",108099
21001,"38",109644
21001,"39",111388
21001,"4",2641
21001,"40",112931
21001,"41",114551
21001,"42",118020
21001,"43",120854
21001,"44",123173
21001,"45",125613
21001,"46",127722
21001,"47",130484
21001,"48",134205
21001,"49",138319
21001,"5",3726
21001,"50",142049
21001,"51",145107
21001,"52",147545
21001,"6",4151
21001,"7",4815
21001,"8",5507
21001,"9",6550
21002,"1",92
21002,"10",3126
21002,"11",3850
21002,"12",5375
21002,"13",6588
21002,"14",8137
21002,"15",9637
21002,"16",11295
21002,"17",13149
21002,"18",15322
21002,"19",16932
21002,"2",391
21002,"20",18700
21002,"21",21109
21002,"22",23478
21002,"23",25513
21002,"24",27822
21002,"25",30339
21002,"26",32666
21002,"27",34702
21002,"28",36476
21002,"29",38694
21002,"3",554
21002,"30",40314
21002,"31",41565
21002,"32",42325
21002,"33",43087
21002,"34",43762
21002,"35",44325
21002,"36",44745
21002,"37",45161
21002,"38",45644
21002,"39",46168
21002,"4",775
21002,"40",46624
21002,"41",47058
21002,"42",47994
21002,"43",48942
21002,"44",49589
21002,"45",50145
21002,"46",50891
21002,"47",51950
21002,"48",53457
21002,"49",55370
21002,"5",1203
21002,"50",57431
21002,"51",58944
21002,"52",60164
21002,"6",1399
21002,"7",1711
21002,"8",2039
21002,"9",2595
21003,"1",161
21003,"10",2511
21003,"11",3104
21003,"12",3954
21003,"13",4760
21003,"14",5588
21003,"15",6581
21003,"16",7489
21003,"17",8350
21003,"18",9817
21003,"19",11216
21003,"2",412
21003,"20",12263
21003,"21",13376
21003,"22",14786
21003,"23",15989
21003,"24",17388
21003,"25",18483
21003,"26",19470
21003,"27",20289
21003,"28",21211
21003,"29",22149
21003,"3",503
21003,"30",23089
21003,"31",23707
21003,"32",24028
21003,"33",24416
21003,"34",24822
21003,"35",25089
21003,"36",25333
21003,"37",25691
21003,"38",26000
21003,"39",26355
21003,"4",777
21003,"40",26670
21003,"41",27149
21003,"42",28093
21003,"43",28763
21003,"44",29246
21003,"45",29682
21003,"46",30256
21003,"47",30977
21003,"48",31973
21003,"49",33018
21003,"5",1148
21003,"50",33959
21003,"51",34695
21003,"52",35241
21003,"6",1259
21003,"7",1481
21003,"8",1706
21003,"9",2048
21004,"1",658
21004,"10",11439
21004,"11",13816
21004,"12",17603
21004,"13",20930
21004,"14",26009
21004,"15",30939
21004,"16",36749
21004,"17",43070
21004,"18",51679
21004,"19",60728
21004,"2",1670
21004,"20",68635
21004,"21",76935
21004,"22",86531
21004,"23",95561
21004,"24",106384
21004,"25",116426
21004,"26",124461
21004,"27",132823
21004,"28",140327
21004,"29",148636
21004,"3",2203
21004,"30",155094
21004,"31",160232
21004,"32",163459
21004,"33",165959
21004,"34",168761
21004,"35",171001
21004,"36",172960
21004,"37",175195
21004,"38",177612
21004,"39",180236
21004,"4",3298
21004,"40",182528
21004,"41",185835
21004,"42",189623
21004,"43",193540
21004,"44",196127
21004,"45",199046
21004,"46",202252
21004,"47",205993
21004,"48",211890
21004,"49",218064
21004,"5",4624
21004,"50",225004
21004,"51",230088
21004,"52",233269
21004,"6",5420
21004,"7",6299
21004,"8",7329
21004,"9",9030
21005,"1",40
21005,"10",3140
21005,"11",3729
21005,"12",4992
21005,"13",6098
21005,"14",7619
21005,"15",9046
21005,"16",10946
21005,"17",13097
21005,"18",15963
21005,"19",18364
21005,"2",251
21005,"20",20340
21005,"21",23472
21005,"22",27044
21005,"23",30068
21005,"24",33864
21005,"25",38018
21005,"26",41775
21005,"27",45087
21005,"28",48353
21005,"29",51634
21005,"3",513
21005,"30",54365
21005,"31",56401
21005,"32",57573
21005,"33",58678
21005,"34",59542
21005,"35",60295
21005,"36",60913
21005,"37",61531
21005,"38",62197
21005,"39",62873
21005,"4",668
21005,"40",63545
21005,"41",64260
21005,"42",65357
21005,"43",66303
21005,"44",66876
21005,"45",67607
21005,"46",68463
21005,"47",69501
21005,"48",71642
21005,"49",74440
21005,"5",1029
21005,"50",77359
21005,"51",79536
21005,"52",81016
21005,"6",1356
21005,"7",1623
21005,"8",1967
21005,"9",2560
21006,"1",159
21006,"10",3593
21006,"11",4485
21006,"12",5953
21006,"13",7132
21006,"14",8357
21006,"15",9758
21006,"16",11362
21006,"17",13010
21006,"18",15243
21006,"19",17060
21006,"2",669
21006,"20",19037
21006,"21",21533
21006,"22",24039
21006,"23",26226
21006,"24",28827
21006,"25",31052
21006,"26",32951
21006,"27",35005
21006,"28",36803
21006,"29",38898
21006,"3",987
21006,"30",40457
21006,"31",41692
21006,"32",42543
21006,"33",43199
21006,"34",43896
21006,"35",44589
21006,"36",45310
21006,"37",45730
21006,"38",46325
21006,"39",47131
21006,"4",1144
21006,"40",47661
21006,"41",48367
21006,"42",49742
21006,"43",51348
21006,"44",52283
21006,"45",52842
21006,"46",53485
21006,"47",54404
21006,"48",55660
21006,"49",57489
21006,"5",1745
21006,"50",59072
21006,"51",60365
21006,"52",61438
21006,"6",2174
21006,"7",2375
21006,"8",2662
21006,"9",3103
21007,"1",138
21007,"10",3557
21007,"11",4914
21007,"12",6584
21007,"13",8072
21007,"14",9527
21007,"15",11240
21007,"16",13136
21007,"17",14856
21007,"18",18180
21007,"19",20596
21007,"2",367
21007,"20",22984
21007,"21",25731
21007,"22",29350
21007,"23",32270
21007,"24",35187
21007,"25",38131
21007,"26",40956
21007,"27",43755
21007,"28",46643
21007,"29",49077
21007,"3",635
21007,"30",51219
21007,"31",52932
21007,"32",54591
21007,"33",55653
21007,"34",56877
21007,"35",57817
21007,"36",58510
21007,"37",59144
21007,"38",60088
21007,"39",61064
21007,"4",914
21007,"40",61948
21007,"41",62684
21007,"42",64104
21007,"43",65707
21007,"44",66840
21007,"45",67581
21007,"46",68668
21007,"47",69995
21007,"48",71625
21007,"49",73555
21007,"5",1297
21007,"50",75590
21007,"51",77464
21007,"52",79203
21007,"6",1592
21007,"7",1903
21007,"8",2251
21007,"9",2991
21008,"1",185
21008,"10",2279
21008,"11",2864
21008,"12",3750
21008,"13",4623
21008,"14",5561
21008,"15",6546
21008,"16",7565
21008,"17",8554
21008,"18",9902
21008,"19",11307
21008,"2",256
21008,"20",12486
21008,"21",13640
21008,"22",14972
21008,"23",16177
21008,"24",17451
21008,"25",18542
21008,"26",19369
21008,"27",20313
21008,"28",21164
21008,"29",22076
21008,"3",316
21008,"30",22846
21008,"31",23392
21008,"32",23805
21008,"33",24081
21008,"34",24435
21008,"35",24690
21008,"36",24942
21008,"37",25267
21008,"38",25583
21008,"39",25947
21008,"4",597
21008,"40",26270
21008,"41",26700
21008,"42",27449
21008,"43",28119
21008,"44",28739
21008,"45",29347
21008,"46",30002
21008,"47",30699
21008,"48",31668
21008,"49",32656
21008,"5",738
21008,"50",33662
21008,"51",34526
21008,"52",35021
21008,"6",828
21008,"7",1022
21008,"8",1213
21008,"9",1561
21009,"1",288
21009,"10",5538
21009,"11",6911
21009,"12",9338
21009,"13",11360
21009,"14",13919
21009,"15",16496
21009,"16",19747
21009,"17",23576
21009,"18",28551
21009,"19",32869
21009,"2",647
21009,"20",36429
21009,"21",41732
21009,"22",47724
21009,"23",52881
21009,"24",59576
21009,"25",66965
21009,"26",73082
21009,"27",78984
21009,"28",84919
21009,"29",90645
21009,"3",884
21009,"30",95470
21009,"31",99236
21009,"32",101606
21009,"33",103466
21009,"34",105262
21009,"35",106699
21009,"36",107816
21009,"37",108863
21009,"38",110037
21009,"39",111346
21009,"4",1321
21009,"40",112311
21009,"41",113456
21009,"42",115592
21009,"43",117191
21009,"44",118547
21009,"45",119920
21009,"46",121617
21009,"47",123564
21009,"48",127102
21009,"49",131432
21009,"5",1863
21009,"50",136227
21009,"51",139599
21009,"52",142317
21009,"6",2175
21009,"7",2702
21009,"8",3371
21009,"9",4481
21010,"1",294
21010,"10",5324
21010,"11",6337
21010,"12",7918
21010,"13",9383
21010,"14",11154
21010,"15",13151
21010,"16",15190
21010,"17",17229
21010,"18",19767
21010,"19",22937
21010,"2",739
21010,"20",25575
21010,"21",27992
21010,"22",30634
21010,"23",33342
21010,"24",36147
21010,"25",38619
21010,"26",40436
21010,"27",42824
21010,"28",44614
21010,"29",46736
21010,"3",925
21010,"30",48481
21010,"31",49643
21010,"32",50457
21010,"33",51057
21010,"34",51800
21010,"35",52436
21010,"36",53015
21010,"37",53629
21010,"38",54295
21010,"39",55015
21010,"4",1409
21010,"40",55708
21010,"41",56579
21010,"42",58116
21010,"43",59829
21010,"44",60686
21010,"45",61698
21010,"46",62954
21010,"47",64402
21010,"48",66311
21010,"49",68349
21010,"5",2046
21010,"50",70464
21010,"51",71745
21010,"52",72732
21010,"6",2299
21010,"7",2673
21010,"8",3165
21010,"9",3885
21011,"1",70
21011,"10",1238
21011,"11",1551
21011,"12",2050
21011,"13",2489
21011,"14",3038
21011,"15",3661
21011,"16",4303
21011,"17",4937
21011,"18",5958
21011,"19",7030
21011,"2",125
21011,"20",7852
21011,"21",8735
21011,"22",9845
21011,"23",10777
21011,"24",11931
21011,"25",12967
21011,"26",13671
21011,"27",14402
21011,"28",15186
21011,"29",16018
21011,"3",222
21011,"30",16647
21011,"31",17183
21011,"32",17450
21011,"33",17695
21011,"34",17973
21011,"35",18258
21011,"36",18568
21011,"37",18808
21011,"38",19114
21011,"39",19486
21011,"4",332
21011,"40",19836
21011,"41",20283
21011,"42",20842
21011,"43",21370
21011,"44",21725
21011,"45",22087
21011,"46",22479
21011,"47",22951
21011,"48",23560
21011,"49",24292
21011,"5",421
21011,"50",24965
21011,"51",25529
21011,"52",25969
21011,"6",534
21011,"7",650
21011,"8",772
21011,"9",979
21012,"1",167
21012,"10",4770
21012,"11",6329
21012,"12",8206
21012,"13",10084
21012,"14",11950
21012,"15",14343
21012,"16",16855
21012,"17",19473
21012,"18",23862
21012,"19",27951
21012,"2",836
21012,"20",31499
21012,"21",35252
21012,"22",39853
21012,"23",43897
21012,"24",48394
21012,"25",52519
21012,"26",55513
21012,"27",58395
21012,"28",61569
21012,"29",64708
21012,"3",1095
21012,"30",67436
21012,"31",69625
21012,"32",70834
21012,"33",72100
21012,"34",73498
21012,"35",74534
21012,"36",75577
21012,"37",76849
21012,"38",78134
21012,"39",79600
21012,"4",1414
21012,"40",80744
21012,"41",82253
21012,"42",84664
21012,"43",86950
21012,"44",88561
21012,"45",90025
21012,"46",91829
21012,"47",93612
21012,"48",95882
21012,"49",98382
21012,"5",2176
21012,"50",100889
21012,"51",102907
21012,"52",104477
21012,"6",2504
21012,"7",2811
21012,"8",3274
21012,"9",4023
21013,"1",107
21013,"10",2401
21013,"11",3065
21013,"12",4017
21013,"13",4905
21013,"14",5907
21013,"15",7109
21013,"16",8760
21013,"17",10261
21013,"18",12717
21013,"19",14851
21013,"2",143
21013,"20",16922
21013,"21",19260
21013,"22",22574
21013,"23",25229
21013,"24",28254
21013,"25",31375
21013,"26",34364
21013,"27",37556
21013,"28",40596
21013,"29",43279
21013,"3",390
21013,"30",45504
21013,"31",47239
21013,"32",48854
21013,"33",49940
21013,"34",51006
21013,"35",51893
21013,"36",52575
21013,"37",53210
21013,"38",53884
21013,"39",54563
21013,"4",611
21013,"40",55145
21013,"41",55827
21013,"42",56837
21013,"43",57711
21013,"44",58364
21013,"45",58958
21013,"46",59762
21013,"47",60728
21013,"48",62206
21013,"49",63933
21013,"5",730
21013,"50",65969
21013,"51",67557
21013,"52",68936
21013,"6",1007
21013,"7",1217
21013,"8",1478
21013,"9",1988
21014,"1",15
21014,"10",837
21014,"11",1126
21014,"12",1439
21014,"13",1780
21014,"14",2338
21014,"15",2910
21014,"16",3649
21014,"17",4565
21014,"18",5651
21014,"19",6777
21014,"2",30
21014,"20",7999
21014,"21",9411
21014,"22",10870
21014,"23",12178
21014,"24",13724
21014,"25",15238
21014,"26",16361
21014,"27",17760
21014,"28",18865
21014,"29",19896
21014,"3",132
21014,"30",20672
21014,"31",21313
21014,"32",21783
21014,"33",22211
21014,"34",22648
21014,"35",23082
21014,"36",23477
21014,"37",24018
21014,"38",24554
21014,"39",25031
21014,"4",182
21014,"40",25483
21014,"41",26082
21014,"42",26678
21014,"43",27330
21014,"44",27748
21014,"45",28119
21014,"46",28599
21014,"47",29111
21014,"48",29680
21014,"49",30326
21014,"5",226
21014,"50",31093
21014,"51",31730
21014,"52",32108
21014,"6",345
21014,"7",414
21014,"8",496
21014,"9",677
21015,"1",158
21015,"10",5917
21015,"11",7974
21015,"12",10420
21015,"13",12957
21015,"14",15689
21015,"15",18909
21015,"16",22728
21015,"17",27127
21015,"18",33547
21015,"19",38576
21015,"2",626
21015,"20",44439
21015,"21",50417
21015,"22",57770
21015,"23",63794
21015,"24",70863
21015,"25",77932
21015,"26",83840
21015,"27",89921
21015,"28",95411
21015,"29",101259
21015,"3",986
21015,"30",106166
21015,"31",110080
21015,"32",113013
21015,"33",115062
21015,"34",117296
21015,"35",119259
21015,"36",121072
21015,"37",123013
21015,"38",125152
21015,"39",127239
21015,"4",1378
21015,"40",129144
21015,"41",131733
21015,"42",134840
21015,"43",137835
21015,"44",140083
21015,"45",142068
21015,"46",144431
21015,"47",147077
21015,"48",150698
21015,"49",154827
21015,"5",2064
21015,"50",159601
21015,"51",163212
21015,"52",165799
21015,"6",2560
21015,"7",3054
21015,"8",3692
21015,"9",4835
21016,"1",337
21016,"10",9356
21016,"11",10998
21016,"12",15243
21016,"13",18806
21016,"14",22483
21016,"15",25397
21016,"16",29399
21016,"17",33483
21016,"18",38919
21016,"19",44214
21016,"2",1293
21016,"20",47205
21016,"21",53449
21016,"22",59047
21016,"23",64141
21016,"24",69730
21016,"25",75198
21016,"26",79871
21016,"27",84231
21016,"28",88351
21016,"29",92038
21016,"3",1847
21016,"30",95673
21016,"31",98427
21016,"32",100393
21016,"33",102191
21016,"34",104108
21016,"35",105356
21016,"36",106255
21016,"37",107152
21016,"38",108483
21016,"39",109769
21016,"4",2468
21016,"40",110806
21016,"41",111961
21016,"42",114436
21016,"43",117585
21016,"44",119515
21016,"45",121101
21016,"46",123450
21016,"47",125929
21016,"48",129652
21016,"49",133838
21016,"5",3825
21016,"50",138335
21016,"51",142617
21016,"52",145911
21016,"6",4536
21016,"7",5230
21016,"8",6098
21016,"9",7797
21017,"1",429
21017,"10",2794
21017,"11",3338
21017,"12",4590
21017,"13",5730
21017,"14",7022
21017,"15",8180
21017,"16",9495
21017,"17",10956
21017,"18",12548
21017,"19",13773
21017,"2",491
21017,"20",14956
21017,"21",16823
21017,"22",18360
21017,"23",19710
21017,"24",21087
21017,"25",22650
21017,"26",24257
21017,"27",25523
21017,"28",26606
21017,"29",27823
21017,"3",586
21017,"30",28901
21017,"31",29732
21017,"32",30257
21017,"33",30764
21017,"34",31242
21017,"35",31687
21017,"36",31949
21017,"37",32285
21017,"38",32650
21017,"39",33006
21017,"4",1144
21017,"40",33305
21017,"41",33637
21017,"42",34453
21017,"43",35319
21017,"44",35846
21017,"45",36370
21017,"46",37050
21017,"47",37923
21017,"48",39155
21017,"49",40466
21017,"5",1295
21017,"50",41939
21017,"51",43001
21017,"52",43870
21017,"6",1426
21017,"7",1677
21017,"8",1891
21017,"9",2324
21018,"1",140
21018,"10",5455
21018,"11",6296
21018,"12",8818
21018,"13",11238
21018,"14",13800
21018,"15",15913
21018,"16",18800
21018,"17",21928
21018,"18",25854
21018,"19",29005
21018,"2",630
21018,"20",31114
21018,"21",35685
21018,"22",39674
21018,"23",42780
21018,"24",46550
21018,"25",50733
21018,"26",54688
21018,"27",58031
21018,"28",61260
21018,"29",64207
21018,"3",977
21018,"30",66944
21018,"31",69116
21018,"32",70141
21018,"33",71448
21018,"34",72640
21018,"35",73465
21018,"36",74135
21018,"37",74756
21018,"38",75515
21018,"39",76473
21018,"4",1348
21018,"40",77173
21018,"41",77954
21018,"42",79315
21018,"43",81129
21018,"44",82118
21018,"45",83210
21018,"46",84636
21018,"47",86218
21018,"48",89034
21018,"49",92484
21018,"5",2053
21018,"50",95875
21018,"51",98151
21018,"52",99909
21018,"6",2522
21018,"7",3033
21018,"8",3679
21018,"9",4582
21019,"1",135
21019,"10",3906
21019,"11",5263
21019,"12",7724
21019,"13",9582
21019,"14",11370
21019,"15",13529
21019,"16",15724
21019,"17",18537
21019,"18",21188
21019,"19",22968
21019,"2",524
21019,"20",25398
21019,"21",28770
21019,"22",31969
21019,"23",34632
21019,"24",37474
21019,"25",40237
21019,"26",43357
21019,"27",45770
21019,"28",47579
21019,"29",50005
21019,"3",745
21019,"30",51709
21019,"31",52996
21019,"32",53757
21019,"33",54543
21019,"34",55292
21019,"35",56040
21019,"36",56546
21019,"37",56994
21019,"38",57586
21019,"39",58269
21019,"4",970
21019,"40",58795
21019,"41",59399
21019,"42",60712
21019,"43",62304
21019,"44",63130
21019,"45",64052
21019,"46",65092
21019,"47",66490
21019,"48",68683
21019,"49",71463
21019,"5",1495
21019,"50",74304
21019,"51",76054
21019,"52",77385
21019,"6",1745
21019,"7",2093
21019,"8",2472
21019,"9",3286
23002,"1",40
23002,"10",3365
23002,"11",4152
23002,"12",5069
23002,"13",5926
23002,"14",7208
23002,"15",8491
23002,"16",9436
23002,"17",10623
23002,"18",12600
23002,"19",14139
23002,"2",322
23002,"20",16341
23002,"21",17985
23002,"22",20295
23002,"23",23529
23002,"24",26510
23002,"25",28842
23002,"26",30203
23002,"27",32723
23002,"28",35338
23002,"29",37999
23002,"3",660
23002,"30",40254
23002,"31",41646
23002,"32",42881
23002,"33",43853
23002,"34",44748
23002,"35",45298
23002,"36",45784
23002,"37",46225
23002,"38",46934
23002,"39",47501
23002,"4",870
23002,"40",48238
23002,"41",48780
23002,"42",48907
23002,"43",49011
23002,"44",49434
23002,"45",49842
23002,"46",50307
23002,"47",50689
23002,"48",51633
23002,"49",52394
23002,"5",1284
23002,"50",53698
23002,"51",55398
23002,"52",57899
23002,"6",1671
23002,"7",2031
23002,"8",2396
23002,"9",2834
23003,"1",25
23003,"10",2894
23003,"11",3424
23003,"12",4064
23003,"13",5181
23003,"14",5702
23003,"15",6761
23003,"16",7786
23003,"17",8814
23003,"18",10307
23003,"19",11575
23003,"2",264
23003,"20",13041
23003,"21",14741
23003,"22",17010
23003,"23",19352
23003,"24",21846
23003,"25",23788
23003,"26",24802
23003,"27",26800
23003,"28",28751
23003,"29",30527
23003,"3",462
23003,"30",32435
23003,"31",33487
23003,"32",34579
23003,"33",35549
23003,"34",36191
23003,"35",36542
23003,"36",36772
23003,"37",37057
23003,"38",37276
23003,"39",37621
23003,"4",738
23003,"40",38044
23003,"41",38356
23003,"42",38775
23003,"43",39362
23003,"44",39460
23003,"45",39975
23003,"46",40764
23003,"47",41753
23003,"48",43220
23003,"49",44851
23003,"5",1079
23003,"50",46381
23003,"51",47439
23003,"52",47491
23003,"6",1314
23003,"7",1654
23003,"8",1992
23003,"9",2399
23009,"1",10
23009,"10",173
23009,"11",199
23009,"12",242
23009,"13",298
23009,"14",370
23009,"15",493
23009,"16",547
23009,"17",619
23009,"18",779
23009,"19",872
23009,"2",25
23009,"20",1039
23009,"21",1178
23009,"22",1329
23009,"23",1643
23009,"24",1848
23009,"25",1993
23009,"26",2079
23009,"27",2283
23009,"28",2549
23009,"29",2777
23009,"3",35
23009,"30",2954
23009,"31",3017
23009,"32",3149
23009,"33",3213
23009,"34",3296
23009,"35",3340
23009,"36",3352
23009,"37",3367
23009,"38",3369
23009,"39",3442
23009,"4",45
23009,"40",3447
23009,"41",3473
23009,"42",3478
23009,"43",3484
23009,"44",3490
23009,"45",3496
23009,"46",3558
23009,"47",3671
23009,"48",3801
23009,"49",3972
23009,"5",60
23009,"50",4137
23009,"51",4294
23009,"52",4426
23009,"6",65
23009,"7",85
23009,"8",102
23009,"9",135
23016,"1",43
23016,"10",4811
23016,"11",5369
23016,"12",6393
23016,"13",8046
23016,"14",9705
23016,"15",12477
23016,"16",13981
23016,"17",15207
23016,"18",18422
23016,"19",20233
23016,"2",444
23016,"20",23117
23016,"21",25878
23016,"22",28749
23016,"23",34058
23016,"24",37780
23016,"25",40271
23016,"26",41832
23016,"27",45863
23016,"28",49063
23016,"29",52033
23016,"3",1022
23016,"30",54690
23016,"31",55936
23016,"32",57578
23016,"33",58512
23016,"34",59374
23016,"35",60027
23016,"36",60545
23016,"37",60610
23016,"38",61461
23016,"39",62587
23016,"4",1411
23016,"40",62861
23016,"41",64451
23016,"42",64785
23016,"43",64964
23016,"44",66227
23016,"45",66334
23016,"46",67752
23016,"47",69805
