"","mcp_code","mcp_name","province","region","week_num","cases_per_week"
"125",11004,"Boechout","Antwerpen","Flanders",21,19
"126",11004,"Boechout","Antwerpen","Flanders",22,5
"127",11004,"Boechout","Antwerpen","Flanders",23,5
"128",11004,"Boechout","Antwerpen","Flanders",24,6
"129",11004,"Boechout","Antwerpen","Flanders",25,4
"130",11004,"Boechout","Antwerpen","Flanders",26,5
"131",11004,"Boechout","Antwerpen","Flanders",27,14
"132",11004,"Boechout","Antwerpen","Flanders",28,11
"133",11004,"Boechout","Antwerpen","Flanders",29,10
"134",11004,"Boechout","Antwerpen","Flanders",30,26
"135",11004,"Boechout","Antwerpen","Flanders",31,20
"136",11004,"Boechout","Antwerpen","Flanders",32,7
"137",11004,"Boechout","Antwerpen","Flanders",33,11
"138",11004,"Boechout","Antwerpen","Flanders",34,22
"139",11004,"Boechout","Antwerpen","Flanders",35,11
"140",11004,"Boechout","Antwerpen","Flanders",36,8
"141",11004,"Boechout","Antwerpen","Flanders",37,10
"142",11004,"Boechout","Antwerpen","Flanders",38,11
"143",11004,"Boechout","Antwerpen","Flanders",39,19
"144",11004,"Boechout","Antwerpen","Flanders",40,13
"145",11004,"Boechout","Antwerpen","Flanders",41,18
"146",11004,"Boechout","Antwerpen","Flanders",42,57
"147",11004,"Boechout","Antwerpen","Flanders",43,86
"148",11004,"Boechout","Antwerpen","Flanders",44,70
"149",11004,"Boechout","Antwerpen","Flanders",45,84
"150",11004,"Boechout","Antwerpen","Flanders",46,97
"151",11004,"Boechout","Antwerpen","Flanders",47,174
"152",11004,"Boechout","Antwerpen","Flanders",48,174
"153",11004,"Boechout","Antwerpen","Flanders",49,139
"154",11004,"Boechout","Antwerpen","Flanders",50,45
"155",11004,"Boechout","Antwerpen","Flanders",51,43
"156",11004,"Boechout","Antwerpen","Flanders",52,79
"157",11005,"Boom","Antwerpen","Flanders",1,6
"158",11005,"Boom","Antwerpen","Flanders",2,19
"159",11005,"Boom","Antwerpen","Flanders",3,20
"160",11005,"Boom","Antwerpen","Flanders",4,18
"161",11005,"Boom","Antwerpen","Flanders",5,15
"162",11005,"Boom","Antwerpen","Flanders",6,16
"163",11005,"Boom","Antwerpen","Flanders",7,12
"164",11005,"Boom","Antwerpen","Flanders",8,22
"165",11005,"Boom","Antwerpen","Flanders",9,36
"166",11005,"Boom","Antwerpen","Flanders",10,38
"167",11005,"Boom","Antwerpen","Flanders",11,50
"168",11005,"Boom","Antwerpen","Flanders",12,42
"169",11005,"Boom","Antwerpen","Flanders",13,52
"170",11005,"Boom","Antwerpen","Flanders",14,63
"171",11005,"Boom","Antwerpen","Flanders",15,36
"172",11005,"Boom","Antwerpen","Flanders",16,39
"173",11005,"Boom","Antwerpen","Flanders",17,41
"174",11005,"Boom","Antwerpen","Flanders",18,22
"175",11005,"Boom","Antwerpen","Flanders",19,22
"176",11005,"Boom","Antwerpen","Flanders",20,37
"177",11005,"Boom","Antwerpen","Flanders",21,13
"178",11005,"Boom","Antwerpen","Flanders",22,29
"179",11005,"Boom","Antwerpen","Flanders",23,19
"180",11005,"Boom","Antwerpen","Flanders",24,8
"181",11005,"Boom","Antwerpen","Flanders",25,21
"182",11005,"Boom","Antwerpen","Flanders",26,12
"183",11005,"Boom","Antwerpen","Flanders",27,15
"184",11005,"Boom","Antwerpen","Flanders",28,14
"185",11005,"Boom","Antwerpen","Flanders",29,25
"186",11005,"Boom","Antwerpen","Flanders",30,24
"187",11005,"Boom","Antwerpen","Flanders",31,30
"188",11005,"Boom","Antwerpen","Flanders",32,32
"189",11005,"Boom","Antwerpen","Flanders",33,25
"190",11005,"Boom","Antwerpen","Flanders",34,45
"191",11005,"Boom","Antwerpen","Flanders",35,42
"192",11005,"Boom","Antwerpen","Flanders",36,28
"193",11005,"Boom","Antwerpen","Flanders",37,22
"194",11005,"Boom","Antwerpen","Flanders",38,19
"195",11005,"Boom","Antwerpen","Flanders",39,15
"196",11005,"Boom","Antwerpen","Flanders",40,8
"197",11005,"Boom","Antwerpen","Flanders",41,23
"198",11005,"Boom","Antwerpen","Flanders",42,48
"199",11005,"Boom","Antwerpen","Flanders",43,53
"200",11005,"Boom","Antwerpen","Flanders",44,58
"201",11005,"Boom","Antwerpen","Flanders",45,98
"202",11005,"Boom","Antwerpen","Flanders",46,107
"203",11005,"Boom","Antwerpen","Flanders",47,183
"204",11005,"Boom","Antwerpen","Flanders",48,232
"205",11005,"Boom","Antwerpen","Flanders",49,147
"206",11005,"Boom","Antwerpen","Flanders",50,81
"207",11005,"Boom","Antwerpen","Flanders",51,73
"208",11005,"Boom","Antwerpen","Flanders",52,109
"209",11007,"Borsbeek","Antwerpen","Flanders",1,19
"210",11007,"Borsbeek","Antwerpen","Flanders",2,13
"211",11007,"Borsbeek","Antwerpen","Flanders",3,10
"212",11007,"Borsbeek","Antwerpen","Flanders",4,8
"213",11007,"Borsbeek","Antwerpen","Flanders",5,14
"214",11007,"Borsbeek","Antwerpen","Flanders",6,16
"215",11007,"Borsbeek","Antwerpen","Flanders",7,18
"216",11007,"Borsbeek","Antwerpen","Flanders",8,13
"217",11007,"Borsbeek","Antwerpen","Flanders",9,24
"218",11007,"Borsbeek","Antwerpen","Flanders",10,19
"219",11007,"Borsbeek","Antwerpen","Flanders",11,20
"220",11007,"Borsbeek","Antwerpen","Flanders",12,19
"221",11007,"Borsbeek","Antwerpen","Flanders",13,26
"222",11007,"Borsbeek","Antwerpen","Flanders",14,17
"223",11007,"Borsbeek","Antwerpen","Flanders",15,28
"224",11007,"Borsbeek","Antwerpen","Flanders",16,19
"225",11007,"Borsbeek","Antwerpen","Flanders",17,8
"226",11007,"Borsbeek","Antwerpen","Flanders",18,21
"227",11007,"Borsbeek","Antwerpen","Flanders",19,31
"228",11007,"Borsbeek","Antwerpen","Flanders",20,26
"229",11007,"Borsbeek","Antwerpen","Flanders",21,16
"230",11007,"Borsbeek","Antwerpen","Flanders",22,21
"231",11007,"Borsbeek","Antwerpen","Flanders",23,10
"232",11007,"Borsbeek","Antwerpen","Flanders",24,7
"233",11007,"Borsbeek","Antwerpen","Flanders",25,2
"234",11007,"Borsbeek","Antwerpen","Flanders",26,1
"235",11007,"Borsbeek","Antwerpen","Flanders",27,2
"236",11007,"Borsbeek","Antwerpen","Flanders",28,19
"237",11007,"Borsbeek","Antwerpen","Flanders",29,15
"238",11007,"Borsbeek","Antwerpen","Flanders",30,21
"239",11007,"Borsbeek","Antwerpen","Flanders",31,9
"240",11007,"Borsbeek","Antwerpen","Flanders",32,5
"241",11007,"Borsbeek","Antwerpen","Flanders",33,14
"242",11007,"Borsbeek","Antwerpen","Flanders",34,12
"243",11007,"Borsbeek","Antwerpen","Flanders",35,7
"244",11007,"Borsbeek","Antwerpen","Flanders",36,15
"245",11007,"Borsbeek","Antwerpen","Flanders",37,19
"246",11007,"Borsbeek","Antwerpen","Flanders",38,17
"247",11007,"Borsbeek","Antwerpen","Flanders",39,11
"248",11007,"Borsbeek","Antwerpen","Flanders",40,19
"249",11007,"Borsbeek","Antwerpen","Flanders",41,17
"250",11007,"Borsbeek","Antwerpen","Flanders",42,44
"251",11007,"Borsbeek","Antwerpen","Flanders",43,97
"252",11007,"Borsbeek","Antwerpen","Flanders",44,84
"253",11007,"Borsbeek","Antwerpen","Flanders",45,80
"254",11007,"Borsbeek","Antwerpen","Flanders",46,96
"255",11007,"Borsbeek","Antwerpen","Flanders",47,105
"256",11007,"Borsbeek","Antwerpen","Flanders",48,72
"257",11007,"Borsbeek","Antwerpen","Flanders",49,68
"258",11007,"Borsbeek","Antwerpen","Flanders",50,44
"259",11007,"Borsbeek","Antwerpen","Flanders",51,24
"260",11007,"Borsbeek","Antwerpen","Flanders",52,45
"261",11008,"Brasschaat","Antwerpen","Flanders",1,35
"262",11008,"Brasschaat","Antwerpen","Flanders",2,33
"263",11008,"Brasschaat","Antwerpen","Flanders",3,22
"264",11008,"Brasschaat","Antwerpen","Flanders",4,25
"265",11008,"Brasschaat","Antwerpen","Flanders",5,24
"266",11008,"Brasschaat","Antwerpen","Flanders",6,25
"267",11008,"Brasschaat","Antwerpen","Flanders",7,29
"268",11008,"Brasschaat","Antwerpen","Flanders",8,39
"269",11008,"Brasschaat","Antwerpen","Flanders",9,41
"270",11008,"Brasschaat","Antwerpen","Flanders",10,39
"271",11008,"Brasschaat","Antwerpen","Flanders",11,63
"272",11008,"Brasschaat","Antwerpen","Flanders",12,89
"273",11008,"Brasschaat","Antwerpen","Flanders",13,74
"274",11008,"Brasschaat","Antwerpen","Flanders",14,55
"275",11008,"Brasschaat","Antwerpen","Flanders",15,51
"276",11008,"Brasschaat","Antwerpen","Flanders",16,64
"277",11008,"Brasschaat","Antwerpen","Flanders",17,40
"278",11008,"Brasschaat","Antwerpen","Flanders",18,56
"279",11008,"Brasschaat","Antwerpen","Flanders",19,19
"280",11008,"Brasschaat","Antwerpen","Flanders",20,29
"281",11008,"Brasschaat","Antwerpen","Flanders",21,46
"282",11008,"Brasschaat","Antwerpen","Flanders",22,34
"283",11008,"Brasschaat","Antwerpen","Flanders",23,12
"284",11008,"Brasschaat","Antwerpen","Flanders",24,9
"285",11008,"Brasschaat","Antwerpen","Flanders",25,11
"286",11008,"Brasschaat","Antwerpen","Flanders",26,21
"287",11008,"Brasschaat","Antwerpen","Flanders",27,18
"288",11008,"Brasschaat","Antwerpen","Flanders",28,37
"289",11008,"Brasschaat","Antwerpen","Flanders",29,34
"290",11008,"Brasschaat","Antwerpen","Flanders",30,49
"291",11008,"Brasschaat","Antwerpen","Flanders",31,39
"292",11008,"Brasschaat","Antwerpen","Flanders",32,31
"293",11008,"Brasschaat","Antwerpen","Flanders",33,22
"294",11008,"Brasschaat","Antwerpen","Flanders",34,29
"295",11008,"Brasschaat","Antwerpen","Flanders",35,18
"296",11008,"Brasschaat","Antwerpen","Flanders",36,18
"297",11008,"Brasschaat","Antwerpen","Flanders",37,32
"298",11008,"Brasschaat","Antwerpen","Flanders",38,15
"299",11008,"Brasschaat","Antwerpen","Flanders",39,15
"300",11008,"Brasschaat","Antwerpen","Flanders",40,18
"301",11008,"Brasschaat","Antwerpen","Flanders",41,41
"302",11008,"Brasschaat","Antwerpen","Flanders",42,68
"303",11008,"Brasschaat","Antwerpen","Flanders",43,135
"304",11008,"Brasschaat","Antwerpen","Flanders",44,178
"305",11008,"Brasschaat","Antwerpen","Flanders",45,331
"306",11008,"Brasschaat","Antwerpen","Flanders",46,366
"307",11008,"Brasschaat","Antwerpen","Flanders",47,379
"308",11008,"Brasschaat","Antwerpen","Flanders",48,367
"309",11008,"Brasschaat","Antwerpen","Flanders",49,296
"310",11008,"Brasschaat","Antwerpen","Flanders",50,173
"311",11008,"Brasschaat","Antwerpen","Flanders",51,120
"312",11008,"Brasschaat","Antwerpen","Flanders",52,252
"313",11009,"Brecht","Antwerpen","Flanders",1,23
"314",11009,"Brecht","Antwerpen","Flanders",2,26
"315",11009,"Brecht","Antwerpen","Flanders",3,27
"316",11009,"Brecht","Antwerpen","Flanders",4,21
"317",11009,"Brecht","Antwerpen","Flanders",5,21
"318",11009,"Brecht","Antwerpen","Flanders",6,24
"319",11009,"Brecht","Antwerpen","Flanders",7,20
"320",11009,"Brecht","Antwerpen","Flanders",8,26
"321",11009,"Brecht","Antwerpen","Flanders",9,28
"322",11009,"Brecht","Antwerpen","Flanders",10,33
"323",11009,"Brecht","Antwerpen","Flanders",11,42
"324",11009,"Brecht","Antwerpen","Flanders",12,57
"325",11009,"Brecht","Antwerpen","Flanders",13,66
"326",11009,"Brecht","Antwerpen","Flanders",14,49
"327",11009,"Brecht","Antwerpen","Flanders",15,45
"328",11009,"Brecht","Antwerpen","Flanders",16,45
"329",11009,"Brecht","Antwerpen","Flanders",17,38
"330",11009,"Brecht","Antwerpen","Flanders",18,32
"331",11009,"Brecht","Antwerpen","Flanders",19,41
"332",11009,"Brecht","Antwerpen","Flanders",20,32
"333",11009,"Brecht","Antwerpen","Flanders",21,31
"334",11009,"Brecht","Antwerpen","Flanders",22,26
"335",11009,"Brecht","Antwerpen","Flanders",23,22
"336",11009,"Brecht","Antwerpen","Flanders",24,6
"337",11009,"Brecht","Antwerpen","Flanders",25,9
"338",11009,"Brecht","Antwerpen","Flanders",26,10
"339",11009,"Brecht","Antwerpen","Flanders",27,13
"340",11009,"Brecht","Antwerpen","Flanders",28,27
"341",11009,"Brecht","Antwerpen","Flanders",29,32
"342",11009,"Brecht","Antwerpen","Flanders",30,12
"343",11009,"Brecht","Antwerpen","Flanders",31,18
"344",11009,"Brecht","Antwerpen","Flanders",32,29
"345",11009,"Brecht","Antwerpen","Flanders",33,23
"346",11009,"Brecht","Antwerpen","Flanders",34,19
"347",11009,"Brecht","Antwerpen","Flanders",35,11
"348",11009,"Brecht","Antwerpen","Flanders",36,13
"349",11009,"Brecht","Antwerpen","Flanders",37,11
"350",11009,"Brecht","Antwerpen","Flanders",38,17
"351",11009,"Brecht","Antwerpen","Flanders",39,24
"352",11009,"Brecht","Antwerpen","Flanders",40,36
"353",11009,"Brecht","Antwerpen","Flanders",41,57
"354",11009,"Brecht","Antwerpen","Flanders",42,112
"355",11009,"Brecht","Antwerpen","Flanders",43,211
"356",11009,"Brecht","Antwerpen","Flanders",44,149
"357",11009,"Brecht","Antwerpen","Flanders",45,188
"358",11009,"Brecht","Antwerpen","Flanders",46,328
"359",11009,"Brecht","Antwerpen","Flanders",47,423
"360",11009,"Brecht","Antwerpen","Flanders",48,351
"361",11009,"Brecht","Antwerpen","Flanders",49,258
"362",11009,"Brecht","Antwerpen","Flanders",50,164
"363",11009,"Brecht","Antwerpen","Flanders",51,83
"364",11009,"Brecht","Antwerpen","Flanders",52,188
"365",11013,"Edegem","Antwerpen","Flanders",1,12
"366",11013,"Edegem","Antwerpen","Flanders",2,17
"367",11013,"Edegem","Antwerpen","Flanders",3,21
"368",11013,"Edegem","Antwerpen","Flanders",4,18
"369",11013,"Edegem","Antwerpen","Flanders",5,19
"370",11013,"Edegem","Antwerpen","Flanders",6,14
"371",11013,"Edegem","Antwerpen","Flanders",7,22
"372",11013,"Edegem","Antwerpen","Flanders",8,24
"373",11013,"Edegem","Antwerpen","Flanders",9,20
"374",11013,"Edegem","Antwerpen","Flanders",10,13
"375",11013,"Edegem","Antwerpen","Flanders",11,38
"376",11013,"Edegem","Antwerpen","Flanders",12,54
"377",11013,"Edegem","Antwerpen","Flanders",13,35
"378",11013,"Edegem","Antwerpen","Flanders",14,32
"379",11013,"Edegem","Antwerpen","Flanders",15,19
"380",11013,"Edegem","Antwerpen","Flanders",16,33
"381",11013,"Edegem","Antwerpen","Flanders",17,40
"382",11013,"Edegem","Antwerpen","Flanders",18,36
"383",11013,"Edegem","Antwerpen","Flanders",19,37
"384",11013,"Edegem","Antwerpen","Flanders",20,34
"385",11013,"Edegem","Antwerpen","Flanders",21,31
"386",11013,"Edegem","Antwerpen","Flanders",22,17
"387",11013,"Edegem","Antwerpen","Flanders",23,14
"388",11013,"Edegem","Antwerpen","Flanders",24,12
"389",11013,"Edegem","Antwerpen","Flanders",25,11
"390",11013,"Edegem","Antwerpen","Flanders",26,8
"391",11013,"Edegem","Antwerpen","Flanders",27,13
"392",11013,"Edegem","Antwerpen","Flanders",28,31
"393",11013,"Edegem","Antwerpen","Flanders",29,32
"394",11013,"Edegem","Antwerpen","Flanders",30,22
"395",11013,"Edegem","Antwerpen","Flanders",31,27
"396",11013,"Edegem","Antwerpen","Flanders",32,17
"397",11013,"Edegem","Antwerpen","Flanders",33,15
"398",11013,"Edegem","Antwerpen","Flanders",34,16
"399",11013,"Edegem","Antwerpen","Flanders",35,14
"400",11013,"Edegem","Antwerpen","Flanders",36,12
"401",11013,"Edegem","Antwerpen","Flanders",37,31
"402",11013,"Edegem","Antwerpen","Flanders",38,30
"403",11013,"Edegem","Antwerpen","Flanders",39,31
"404",11013,"Edegem","Antwerpen","Flanders",40,35
"405",11013,"Edegem","Antwerpen","Flanders",41,28
"406",11013,"Edegem","Antwerpen","Flanders",42,79
"407",11013,"Edegem","Antwerpen","Flanders",43,163
"408",11013,"Edegem","Antwerpen","Flanders",44,126
"409",11013,"Edegem","Antwerpen","Flanders",45,136
"410",11013,"Edegem","Antwerpen","Flanders",46,194
"411",11013,"Edegem","Antwerpen","Flanders",47,228
"412",11013,"Edegem","Antwerpen","Flanders",48,188
"413",11013,"Edegem","Antwerpen","Flanders",49,168
"414",11013,"Edegem","Antwerpen","Flanders",50,117
"415",11013,"Edegem","Antwerpen","Flanders",51,106
"416",11013,"Edegem","Antwerpen","Flanders",52,144
"417",11016,"Essen","Antwerpen","Flanders",1,23
"418",11016,"Essen","Antwerpen","Flanders",2,37
"419",11016,"Essen","Antwerpen","Flanders",3,24
"420",11016,"Essen","Antwerpen","Flanders",4,33
"421",11016,"Essen","Antwerpen","Flanders",5,22
"422",11016,"Essen","Antwerpen","Flanders",6,15
"423",11016,"Essen","Antwerpen","Flanders",7,27
"424",11016,"Essen","Antwerpen","Flanders",8,43
"425",11016,"Essen","Antwerpen","Flanders",9,17
"426",11016,"Essen","Antwerpen","Flanders",10,33
"427",11016,"Essen","Antwerpen","Flanders",11,38
"428",11016,"Essen","Antwerpen","Flanders",12,82
"429",11016,"Essen","Antwerpen","Flanders",13,37
"430",11016,"Essen","Antwerpen","Flanders",14,31
"431",11016,"Essen","Antwerpen","Flanders",15,27
"432",11016,"Essen","Antwerpen","Flanders",16,23
"433",11016,"Essen","Antwerpen","Flanders",17,37
"434",11016,"Essen","Antwerpen","Flanders",18,12
"435",11016,"Essen","Antwerpen","Flanders",19,36
"436",11016,"Essen","Antwerpen","Flanders",20,20
"437",11016,"Essen","Antwerpen","Flanders",21,30
"438",11016,"Essen","Antwerpen","Flanders",22,27
"439",11016,"Essen","Antwerpen","Flanders",23,25
"440",11016,"Essen","Antwerpen","Flanders",24,7
"441",11016,"Essen","Antwerpen","Flanders",25,2
"442",11016,"Essen","Antwerpen","Flanders",26,8
"443",11016,"Essen","Antwerpen","Flanders",27,3
"444",11016,"Essen","Antwerpen","Flanders",28,12
"445",11016,"Essen","Antwerpen","Flanders",29,11
"446",11016,"Essen","Antwerpen","Flanders",30,20
"447",11016,"Essen","Antwerpen","Flanders",31,11
"448",11016,"Essen","Antwerpen","Flanders",32,9
"449",11016,"Essen","Antwerpen","Flanders",33,16
"450",11016,"Essen","Antwerpen","Flanders",34,13
"451",11016,"Essen","Antwerpen","Flanders",35,12
"452",11016,"Essen","Antwerpen","Flanders",36,8
"453",11016,"Essen","Antwerpen","Flanders",37,13
"454",11016,"Essen","Antwerpen","Flanders",38,10
"455",11016,"Essen","Antwerpen","Flanders",39,20
"456",11016,"Essen","Antwerpen","Flanders",40,16
"457",11016,"Essen","Antwerpen","Flanders",41,31
"458",11016,"Essen","Antwerpen","Flanders",42,31
"459",11016,"Essen","Antwerpen","Flanders",43,52
"460",11016,"Essen","Antwerpen","Flanders",44,69
"461",11016,"Essen","Antwerpen","Flanders",45,131
"462",11016,"Essen","Antwerpen","Flanders",46,160
"463",11016,"Essen","Antwerpen","Flanders",47,166
"464",11016,"Essen","Antwerpen","Flanders",48,221
"465",11016,"Essen","Antwerpen","Flanders",49,129
"466",11016,"Essen","Antwerpen","Flanders",50,107
"467",11016,"Essen","Antwerpen","Flanders",51,78
"468",11016,"Essen","Antwerpen","Flanders",52,84
"469",11018,"Hemiksem","Antwerpen","Flanders",1,7
"470",11018,"Hemiksem","Antwerpen","Flanders",2,16
"471",11018,"Hemiksem","Antwerpen","Flanders",3,20
"472",11018,"Hemiksem","Antwerpen","Flanders",4,10
"473",11018,"Hemiksem","Antwerpen","Flanders",5,18
"474",11018,"Hemiksem","Antwerpen","Flanders",6,16
"475",11018,"Hemiksem","Antwerpen","Flanders",7,11
"476",11018,"Hemiksem","Antwerpen","Flanders",8,20
"477",11018,"Hemiksem","Antwerpen","Flanders",9,17
"478",11018,"Hemiksem","Antwerpen","Flanders",10,19
"479",11018,"Hemiksem","Antwerpen","Flanders",11,28
"480",11018,"Hemiksem","Antwerpen","Flanders",12,28
"481",11018,"Hemiksem","Antwerpen","Flanders",13,25
"482",11018,"Hemiksem","Antwerpen","Flanders",14,19
"483",11018,"Hemiksem","Antwerpen","Flanders",15,18
"484",11018,"Hemiksem","Antwerpen","Flanders",16,22
