"mcp_code","mcp_name","province","region","month","mean_monthly","total_monthly","month_char","pop_tot","incidence"
"23044","Liedekerke","VlaamsBrabant","Flanders",5,1.61290322580645,50,"May",13397,37.321788460103
"23044","Liedekerke","VlaamsBrabant","Flanders",6,1.26666666666667,38,"June",13397,28.3645592296783
"23044","Liedekerke","VlaamsBrabant","Flanders",7,2.45161290322581,76,"July",13397,56.7291184593566
"23044","Liedekerke","VlaamsBrabant","Flanders",8,3.35483870967742,104,"August",13397,77.6293199970142
"23044","Liedekerke","VlaamsBrabant","Flanders",9,2.1,63,"September",13397,47.0254534597298
"23044","Liedekerke","VlaamsBrabant","Flanders",10,3.2258064516129,100,"October",13397,74.643576920206
"23044","Liedekerke","VlaamsBrabant","Flanders",11,13.9666666666667,419,"November",13397,312.756587295663
"23044","Liedekerke","VlaamsBrabant","Flanders",12,14.6451612903226,454,"December",13397,338.881839217735
"23045","Londerzeel","VlaamsBrabant","Flanders",1,2.83870967741935,88,"January",18861,46.6571231642013
"23045","Londerzeel","VlaamsBrabant","Flanders",2,4.14285714285714,116,"February",18861,61.5025714437198
"23045","Londerzeel","VlaamsBrabant","Flanders",3,5.29032258064516,164,"March",18861,86.951911351466
"23045","Londerzeel","VlaamsBrabant","Flanders",4,4.36666666666667,131,"April",18861,69.4554901648905
"23045","Londerzeel","VlaamsBrabant","Flanders",5,2.67741935483871,83,"May",18861,44.0061502571444
"23045","Londerzeel","VlaamsBrabant","Flanders",6,0.7,21,"June",18861,11.1340862096389
"23045","Londerzeel","VlaamsBrabant","Flanders",7,1.45161290322581,45,"July",18861,23.858756163512
"23045","Londerzeel","VlaamsBrabant","Flanders",8,3.12903225806452,97,"August",18861,51.4288743969037
"23045","Londerzeel","VlaamsBrabant","Flanders",9,4.1,123,"September",18861,65.2139335135995
"23045","Londerzeel","VlaamsBrabant","Flanders",10,6.06451612903226,188,"October",18861,99.676581305339
"23045","Londerzeel","VlaamsBrabant","Flanders",11,19.5,585,"November",18861,310.163830125656
"23045","Londerzeel","VlaamsBrabant","Flanders",12,17.0967741935484,530,"December",18861,281.00312814803
"23047","Machelen (Halle-Vilvoorde)","VlaamsBrabant","Flanders",1,2.74193548387097,85,"January",15605,54.4697212431913
"23047","Machelen (Halle-Vilvoorde)","VlaamsBrabant","Flanders",2,3.5,98,"February",15605,62.80038449215
"23047","Machelen (Halle-Vilvoorde)","VlaamsBrabant","Flanders",3,5.96774193548387,185,"March",15605,118.551746235181
"23047","Machelen (Halle-Vilvoorde)","VlaamsBrabant","Flanders",4,5.3,159,"April",15605,101.890419737264
"23047","Machelen (Halle-Vilvoorde)","VlaamsBrabant","Flanders",5,4.93548387096774,153,"May",15605,98.0454982377443
"23047","Machelen (Halle-Vilvoorde)","VlaamsBrabant","Flanders",6,1.63333333333333,49,"June",15605,31.400192246075
"23047","Machelen (Halle-Vilvoorde)","VlaamsBrabant","Flanders",7,2.12903225806452,66,"July",15605,42.2941364947132
"23047","Machelen (Halle-Vilvoorde)","VlaamsBrabant","Flanders",8,6.48387096774194,201,"August",15605,128.804870233899
"23047","Machelen (Halle-Vilvoorde)","VlaamsBrabant","Flanders",9,3.76666666666667,113,"September",15605,72.4126882409484
"23047","Machelen (Halle-Vilvoorde)","VlaamsBrabant","Flanders",10,6.58064516129032,204,"October",15605,130.727330983659
"23047","Machelen (Halle-Vilvoorde)","VlaamsBrabant","Flanders",11,15.3,459,"November",15605,294.136494713233
"23047","Machelen (Halle-Vilvoorde)","VlaamsBrabant","Flanders",12,15.6774193548387,486,"December",15605,311.43864146107
"23050","Meise","VlaamsBrabant","Flanders",1,2.41935483870968,75,"January",19627,38.2126662250981
"23050","Meise","VlaamsBrabant","Flanders",2,3.32142857142857,93,"February",19627,47.3837061191216
"23050","Meise","VlaamsBrabant","Flanders",3,6.41935483870968,199,"March",19627,101.390941050594
"23050","Meise","VlaamsBrabant","Flanders",4,3.83333333333333,115,"April",19627,58.5927548784837
"23050","Meise","VlaamsBrabant","Flanders",5,2.54838709677419,79,"May",19627,40.2506750904366
"23050","Meise","VlaamsBrabant","Flanders",6,1.26666666666667,38,"June",19627,19.3610842207164
"23050","Meise","VlaamsBrabant","Flanders",7,2.7741935483871,86,"July",19627,43.8171906047791
"23050","Meise","VlaamsBrabant","Flanders",8,3.96774193548387,123,"August",19627,62.6687726091609
"23050","Meise","VlaamsBrabant","Flanders",9,3.26666666666667,98,"September",19627,49.9312172007948
"23050","Meise","VlaamsBrabant","Flanders",10,7.70967741935484,239,"October",19627,121.771029703979
"23050","Meise","VlaamsBrabant","Flanders",11,21.1333333333333,634,"November",19627,323.024405156162
"23050","Meise","VlaamsBrabant","Flanders",12,19.8387096774194,615,"December",19627,313.343863045804
"23052","Merchtem","VlaamsBrabant","Flanders",1,3.2258064516129,100,"January",16766,59.6445186687343
"23052","Merchtem","VlaamsBrabant","Flanders",2,3.03571428571429,85,"February",16766,50.6978408684242
"23052","Merchtem","VlaamsBrabant","Flanders",3,4.2258064516129,131,"March",16766,78.134319456042
"23052","Merchtem","VlaamsBrabant","Flanders",4,3.6,108,"April",16766,64.4160801622331
"23052","Merchtem","VlaamsBrabant","Flanders",5,2.90322580645161,90,"May",16766,53.6800668018609
"23052","Merchtem","VlaamsBrabant","Flanders",6,1.4,42,"June",16766,25.0506978408684
"23052","Merchtem","VlaamsBrabant","Flanders",7,2.19354838709677,68,"July",16766,40.5582726947394
"23052","Merchtem","VlaamsBrabant","Flanders",8,3.03225806451613,94,"August",16766,56.0658475486103
"23052","Merchtem","VlaamsBrabant","Flanders",9,1.73333333333333,52,"September",16766,31.0151497077419
"23052","Merchtem","VlaamsBrabant","Flanders",10,5.16129032258065,160,"October",16766,95.431229869975
"23052","Merchtem","VlaamsBrabant","Flanders",11,25.9333333333333,778,"November",16766,464.034355242753
"23052","Merchtem","VlaamsBrabant","Flanders",12,19.8709677419355,616,"December",16766,367.410234999404
"23060","Opwijk","VlaamsBrabant","Flanders",1,4.03225806451613,125,"January",14746,84.7687508476875
"23060","Opwijk","VlaamsBrabant","Flanders",2,3.03571428571429,85,"February",14746,57.6427505764275
"23060","Opwijk","VlaamsBrabant","Flanders",3,3.16129032258065,98,"March",14746,66.458700664587
"23060","Opwijk","VlaamsBrabant","Flanders",4,2.7,81,"April",14746,54.9301505493015
"23060","Opwijk","VlaamsBrabant","Flanders",5,2.16129032258065,67,"May",14746,45.4360504543605
"23060","Opwijk","VlaamsBrabant","Flanders",6,0.533333333333333,16,"June",14746,10.850400108504
"23060","Opwijk","VlaamsBrabant","Flanders",7,1.06451612903226,33,"July",14746,22.3789502237895
"23060","Opwijk","VlaamsBrabant","Flanders",8,1.80645161290323,56,"August",14746,37.976400379764
"23060","Opwijk","VlaamsBrabant","Flanders",9,2.06666666666667,62,"September",14746,42.045300420453
"23060","Opwijk","VlaamsBrabant","Flanders",10,4.35483870967742,135,"October",14746,91.5502509155025
"23060","Opwijk","VlaamsBrabant","Flanders",11,21.4333333333333,643,"November",14746,436.050454360505
"23060","Opwijk","VlaamsBrabant","Flanders",12,20.5483870967742,637,"December",14746,431.981554319816
"23062","Overijse","VlaamsBrabant","Flanders",1,3.67741935483871,114,"January",25497,44.7111424873515
"23062","Overijse","VlaamsBrabant","Flanders",2,3.71428571428571,104,"February",25497,40.7891124446013
"23062","Overijse","VlaamsBrabant","Flanders",3,7.2258064516129,224,"March",25497,87.8534729576028
"23062","Overijse","VlaamsBrabant","Flanders",4,6.83333333333333,205,"April",25497,80.4016158763776
"23062","Overijse","VlaamsBrabant","Flanders",5,3.45161290322581,107,"May",25497,41.9657214574264
"23062","Overijse","VlaamsBrabant","Flanders",6,1.36666666666667,41,"June",25497,16.0803231752755
"23062","Overijse","VlaamsBrabant","Flanders",7,4.87096774193548,151,"July",25497,59.2226536455269
"23062","Overijse","VlaamsBrabant","Flanders",8,4.64516129032258,144,"August",25497,56.4772326156018
"23062","Overijse","VlaamsBrabant","Flanders",9,5.23333333333333,157,"September",25497,61.575871671177
"23062","Overijse","VlaamsBrabant","Flanders",10,10.3870967741935,322,"October",25497,126.289367376554
"23062","Overijse","VlaamsBrabant","Flanders",11,34.1333333333333,1024,"November",25497,401.615876377613
"23062","Overijse","VlaamsBrabant","Flanders",12,30.1290322580645,934,"December",25497,366.317605992862
"23064","Pepingen","VlaamsBrabant","Flanders",1,1.12903225806452,35,"January",4537,77.1434868856072
"23064","Pepingen","VlaamsBrabant","Flanders",2,1.25,35,"February",4537,77.1434868856072
"23064","Pepingen","VlaamsBrabant","Flanders",3,1.2258064516129,38,"March",4537,83.7557857615164
"23064","Pepingen","VlaamsBrabant","Flanders",4,1.4,42,"April",4537,92.5721842627287
"23064","Pepingen","VlaamsBrabant","Flanders",5,0.903225806451613,28,"May",4537,61.7147895084858
"23064","Pepingen","VlaamsBrabant","Flanders",6,0.0333333333333333,1,"June",4537,2.20409962530306
"23064","Pepingen","VlaamsBrabant","Flanders",7,0.838709677419355,26,"July",4537,57.3065902578797
"23064","Pepingen","VlaamsBrabant","Flanders",8,0.483870967741935,15,"August",4537,33.061494379546
"23064","Pepingen","VlaamsBrabant","Flanders",9,0.9,27,"September",4537,59.5106898831827
"23064","Pepingen","VlaamsBrabant","Flanders",10,2.19354838709677,68,"October",4537,149.878774520608
"23064","Pepingen","VlaamsBrabant","Flanders",11,4.96666666666667,149,"November",4537,328.410844170157
"23064","Pepingen","VlaamsBrabant","Flanders",12,4.41935483870968,137,"December",4537,301.96164866652
"23077","Sint-Pieters-Leeuw","VlaamsBrabant","Flanders",1,4.83870967741935,150,"January",34621,43.3263048438809
"23077","Sint-Pieters-Leeuw","VlaamsBrabant","Flanders",2,11.5714285714286,324,"February",34621,93.5848184627827
"23077","Sint-Pieters-Leeuw","VlaamsBrabant","Flanders",3,11.5483870967742,358,"March",34621,103.405447560729
"23077","Sint-Pieters-Leeuw","VlaamsBrabant","Flanders",4,10.4333333333333,313,"April",34621,90.4075561075648
"23077","Sint-Pieters-Leeuw","VlaamsBrabant","Flanders",5,6.83870967741935,212,"May",34621,61.2345108460183
"23077","Sint-Pieters-Leeuw","VlaamsBrabant","Flanders",6,2.76666666666667,83,"June",34621,23.9738886802808
"23077","Sint-Pieters-Leeuw","VlaamsBrabant","Flanders",7,6.64516129032258,206,"July",34621,59.5014586522631
"23077","Sint-Pieters-Leeuw","VlaamsBrabant","Flanders",8,9.96774193548387,309,"August",34621,89.2521879783946
"23077","Sint-Pieters-Leeuw","VlaamsBrabant","Flanders",9,11.6333333333333,349,"September",34621,100.805869270096
"23077","Sint-Pieters-Leeuw","VlaamsBrabant","Flanders",10,17.3225806451613,537,"October",34621,155.108171341094
"23077","Sint-Pieters-Leeuw","VlaamsBrabant","Flanders",11,31.5333333333333,946,"November",34621,273.244562548742
"23077","Sint-Pieters-Leeuw","VlaamsBrabant","Flanders",12,32.6129032258064,1011,"December",34621,292.019294647757
"23081","Steenokkerzeel","VlaamsBrabant","Flanders",1,2.51612903225806,78,"January",12279,63.5230881993648
"23081","Steenokkerzeel","VlaamsBrabant","Flanders",2,2.67857142857143,75,"February",12279,61.0798924993892
"23081","Steenokkerzeel","VlaamsBrabant","Flanders",3,3.83870967741935,119,"March",12279,96.9134294323642
"23081","Steenokkerzeel","VlaamsBrabant","Flanders",4,4,120,"April",12279,97.7278279990227
"23081","Steenokkerzeel","VlaamsBrabant","Flanders",5,2,62,"May",12279,50.4927111328284
"23081","Steenokkerzeel","VlaamsBrabant","Flanders",6,1.1,33,"June",12279,26.8751526997312
"23081","Steenokkerzeel","VlaamsBrabant","Flanders",7,2.25806451612903,70,"July",12279,57.0078996660966
"23081","Steenokkerzeel","VlaamsBrabant","Flanders",8,2.06451612903226,64,"August",12279,52.1215082661455
"23081","Steenokkerzeel","VlaamsBrabant","Flanders",9,2.3,69,"September",12279,56.1935010994381
"23081","Steenokkerzeel","VlaamsBrabant","Flanders",10,4.48387096774194,139,"October",12279,113.201400765535
"23081","Steenokkerzeel","VlaamsBrabant","Flanders",11,13.6,408,"November",12279,332.274615196677
"23081","Steenokkerzeel","VlaamsBrabant","Flanders",12,10.9354838709677,339,"December",12279,276.081114097239
"23086","Ternat","VlaamsBrabant","Flanders",1,2.16129032258065,67,"January",16012,41.8436172870347
"23086","Ternat","VlaamsBrabant","Flanders",2,4.57142857142857,128,"February",16012,79.9400449662753
"23086","Ternat","VlaamsBrabant","Flanders",3,6.41935483870968,199,"March",16012,124.281788658506
"23086","Ternat","VlaamsBrabant","Flanders",4,3.76666666666667,113,"April",16012,70.5720709467899
"23086","Ternat","VlaamsBrabant","Flanders",5,1.96774193548387,61,"May",16012,38.0964276792406
"23086","Ternat","VlaamsBrabant","Flanders",6,0.9,27,"June",16012,16.8623532350737
"23086","Ternat","VlaamsBrabant","Flanders",7,1.51612903225806,47,"July",16012,29.3529852610542
"23086","Ternat","VlaamsBrabant","Flanders",8,1.80645161290323,56,"August",16012,34.9737696727454
"23086","Ternat","VlaamsBrabant","Flanders",9,4.6,138,"September",16012,86.1853609792656
