"","mcp_code","province","region","month","week_num","cases_per_week"
"1",11001,"Antwerpen","Flanders",1,1,13
"2",11001,"Antwerpen","Flanders",1,2,9
"3",11001,"Antwerpen","Flanders",1,3,18
"4",11001,"Antwerpen","Flanders",1,4,19
"5",11001,"Antwerpen","Flanders",1,5,6
"6",11001,"Antwerpen","Flanders",2,5,13
"7",11001,"Antwerpen","Flanders",2,6,15
"8",11001,"Antwerpen","Flanders",2,7,10
"9",11001,"Antwerpen","Flanders",2,8,20
"10",11001,"Antwerpen","Flanders",2,9,10
"11",11001,"Antwerpen","Flanders",3,9,8
"12",11001,"Antwerpen","Flanders",3,10,30
"13",11001,"Antwerpen","Flanders",3,11,25
"14",11001,"Antwerpen","Flanders",3,12,30
"15",11001,"Antwerpen","Flanders",3,13,21
"16",11001,"Antwerpen","Flanders",4,13,4
"17",11001,"Antwerpen","Flanders",4,14,15
"18",11001,"Antwerpen","Flanders",4,15,27
"19",11001,"Antwerpen","Flanders",4,16,19
"20",11001,"Antwerpen","Flanders",4,17,16
"21",11001,"Antwerpen","Flanders",4,18,2
"22",11001,"Antwerpen","Flanders",5,18,11
"23",11001,"Antwerpen","Flanders",5,19,6
"24",11001,"Antwerpen","Flanders",5,20,12
"25",11001,"Antwerpen","Flanders",5,21,16
"26",11001,"Antwerpen","Flanders",5,22,1
"27",11001,"Antwerpen","Flanders",6,22,6
"28",11001,"Antwerpen","Flanders",6,23,8
"29",11001,"Antwerpen","Flanders",6,24,11
"30",11001,"Antwerpen","Flanders",6,25,0
"31",11001,"Antwerpen","Flanders",6,26,3
"32",11001,"Antwerpen","Flanders",7,26,0
"33",11001,"Antwerpen","Flanders",7,27,9
"34",11001,"Antwerpen","Flanders",7,28,27
"35",11001,"Antwerpen","Flanders",7,29,16
"36",11001,"Antwerpen","Flanders",7,30,24
"37",11001,"Antwerpen","Flanders",7,31,7
"38",11001,"Antwerpen","Flanders",8,31,16
"39",11001,"Antwerpen","Flanders",8,32,14
"40",11001,"Antwerpen","Flanders",8,33,19
"41",11001,"Antwerpen","Flanders",8,34,12
"42",11001,"Antwerpen","Flanders",8,35,11
"43",11001,"Antwerpen","Flanders",9,35,4
"44",11001,"Antwerpen","Flanders",9,36,18
"45",11001,"Antwerpen","Flanders",9,37,9
"46",11001,"Antwerpen","Flanders",9,38,4
"47",11001,"Antwerpen","Flanders",9,39,10
"48",11001,"Antwerpen","Flanders",10,40,23
"49",11001,"Antwerpen","Flanders",10,41,12
"50",11001,"Antwerpen","Flanders",10,42,37
"51",11001,"Antwerpen","Flanders",10,43,67
"52",11001,"Antwerpen","Flanders",10,44,35
"53",11001,"Antwerpen","Flanders",11,44,56
"54",11001,"Antwerpen","Flanders",11,45,122
"55",11001,"Antwerpen","Flanders",11,46,145
"56",11001,"Antwerpen","Flanders",11,47,205
"57",11001,"Antwerpen","Flanders",11,48,110
"58",11001,"Antwerpen","Flanders",12,48,44
"59",11001,"Antwerpen","Flanders",12,49,106
"60",11001,"Antwerpen","Flanders",12,50,65
"61",11001,"Antwerpen","Flanders",12,51,39
"62",11001,"Antwerpen","Flanders",12,52,42
"63",11001,"Antwerpen","Flanders",12,53,3
"64",11002,"Antwerpen","Flanders",1,1,604
"65",11002,"Antwerpen","Flanders",1,2,634
"66",11002,"Antwerpen","Flanders",1,3,764
"67",11002,"Antwerpen","Flanders",1,4,843
"68",11002,"Antwerpen","Flanders",1,5,275
"69",11002,"Antwerpen","Flanders",2,5,496
"70",11002,"Antwerpen","Flanders",2,6,751
"71",11002,"Antwerpen","Flanders",2,7,792
"72",11002,"Antwerpen","Flanders",2,8,1015
"73",11002,"Antwerpen","Flanders",2,9,294
"74",11002,"Antwerpen","Flanders",3,9,632
"75",11002,"Antwerpen","Flanders",3,10,1000
"76",11002,"Antwerpen","Flanders",3,11,1531
"77",11002,"Antwerpen","Flanders",3,12,1587
"78",11002,"Antwerpen","Flanders",3,13,1239
"79",11002,"Antwerpen","Flanders",4,13,223
"80",11002,"Antwerpen","Flanders",4,14,1268
"81",11002,"Antwerpen","Flanders",4,15,1264
"82",11002,"Antwerpen","Flanders",4,16,1228
"83",11002,"Antwerpen","Flanders",4,17,1107
"84",11002,"Antwerpen","Flanders",4,18,177
"85",11002,"Antwerpen","Flanders",5,18,963
"86",11002,"Antwerpen","Flanders",5,19,956
"87",11002,"Antwerpen","Flanders",5,20,1030
"88",11002,"Antwerpen","Flanders",5,21,750
"89",11002,"Antwerpen","Flanders",5,22,396
"90",11002,"Antwerpen","Flanders",6,22,326
"91",11002,"Antwerpen","Flanders",6,23,410
"92",11002,"Antwerpen","Flanders",6,24,226
"93",11002,"Antwerpen","Flanders",6,25,175
"94",11002,"Antwerpen","Flanders",6,26,205
"95",11002,"Antwerpen","Flanders",7,26,47
"96",11002,"Antwerpen","Flanders",7,27,270
"97",11002,"Antwerpen","Flanders",7,28,370
"98",11002,"Antwerpen","Flanders",7,29,483
"99",11002,"Antwerpen","Flanders",7,30,536
"100",11002,"Antwerpen","Flanders",7,31,119
"101",11002,"Antwerpen","Flanders",8,31,529
"102",11002,"Antwerpen","Flanders",8,32,759
"103",11002,"Antwerpen","Flanders",8,33,887
"104",11002,"Antwerpen","Flanders",8,34,899
"105",11002,"Antwerpen","Flanders",8,35,627
"106",11002,"Antwerpen","Flanders",9,35,269
"107",11002,"Antwerpen","Flanders",9,36,702
"108",11002,"Antwerpen","Flanders",9,37,700
"109",11002,"Antwerpen","Flanders",9,38,622
"110",11002,"Antwerpen","Flanders",9,39,607
"111",11002,"Antwerpen","Flanders",10,40,613
"112",11002,"Antwerpen","Flanders",10,41,744
"113",11002,"Antwerpen","Flanders",10,42,1224
"114",11002,"Antwerpen","Flanders",10,43,2030
"115",11002,"Antwerpen","Flanders",10,44,692
"116",11002,"Antwerpen","Flanders",11,44,1459
"117",11002,"Antwerpen","Flanders",11,45,2504
"118",11002,"Antwerpen","Flanders",11,46,3285
"119",11002,"Antwerpen","Flanders",11,47,3875
"120",11002,"Antwerpen","Flanders",11,48,2515
"121",11002,"Antwerpen","Flanders",12,48,1110
"122",11002,"Antwerpen","Flanders",12,49,2946
"123",11002,"Antwerpen","Flanders",12,50,2045
"124",11002,"Antwerpen","Flanders",12,51,1636
"125",11002,"Antwerpen","Flanders",12,52,2620
"126",11002,"Antwerpen","Flanders",12,53,495
"127",11004,"Antwerpen","Flanders",1,1,13
"128",11004,"Antwerpen","Flanders",1,2,14
"129",11004,"Antwerpen","Flanders",1,3,7
"130",11004,"Antwerpen","Flanders",1,4,12
"131",11004,"Antwerpen","Flanders",1,5,5
"132",11004,"Antwerpen","Flanders",2,5,7
"133",11004,"Antwerpen","Flanders",2,6,12
"134",11004,"Antwerpen","Flanders",2,7,11
"135",11004,"Antwerpen","Flanders",2,8,15
"136",11004,"Antwerpen","Flanders",2,9,5
"137",11004,"Antwerpen","Flanders",3,9,16
"138",11004,"Antwerpen","Flanders",3,10,10
"139",11004,"Antwerpen","Flanders",3,11,24
"140",11004,"Antwerpen","Flanders",3,12,21
"141",11004,"Antwerpen","Flanders",3,13,21
"142",11004,"Antwerpen","Flanders",4,13,2
"143",11004,"Antwerpen","Flanders",4,14,21
"144",11004,"Antwerpen","Flanders",4,15,30
"145",11004,"Antwerpen","Flanders",4,16,21
"146",11004,"Antwerpen","Flanders",4,17,23
"147",11004,"Antwerpen","Flanders",4,18,5
"148",11004,"Antwerpen","Flanders",5,18,45
"149",11004,"Antwerpen","Flanders",5,19,20
"150",11004,"Antwerpen","Flanders",5,20,19
"151",11004,"Antwerpen","Flanders",5,21,17
"152",11004,"Antwerpen","Flanders",5,22,0
"153",11004,"Antwerpen","Flanders",6,22,3
"154",11004,"Antwerpen","Flanders",6,23,5
"155",11004,"Antwerpen","Flanders",6,24,7
"156",11004,"Antwerpen","Flanders",6,25,4
"157",11004,"Antwerpen","Flanders",6,26,3
"158",11004,"Antwerpen","Flanders",7,26,4
"159",11004,"Antwerpen","Flanders",7,27,16
"160",11004,"Antwerpen","Flanders",7,28,12
"161",11004,"Antwerpen","Flanders",7,29,11
"162",11004,"Antwerpen","Flanders",7,30,21
"163",11004,"Antwerpen","Flanders",7,31,8
"164",11004,"Antwerpen","Flanders",8,31,10
"165",11004,"Antwerpen","Flanders",8,32,10
"166",11004,"Antwerpen","Flanders",8,33,16
"167",11004,"Antwerpen","Flanders",8,34,20
"168",11004,"Antwerpen","Flanders",8,35,7
"169",11004,"Antwerpen","Flanders",9,35,7
"170",11004,"Antwerpen","Flanders",9,36,10
"171",11004,"Antwerpen","Flanders",9,37,10
"172",11004,"Antwerpen","Flanders",9,38,9
"173",11004,"Antwerpen","Flanders",9,39,17
"174",11004,"Antwerpen","Flanders",10,40,11
"175",11004,"Antwerpen","Flanders",10,41,19
"176",11004,"Antwerpen","Flanders",10,42,59
"177",11004,"Antwerpen","Flanders",10,43,87
"178",11004,"Antwerpen","Flanders",10,44,16
"179",11004,"Antwerpen","Flanders",11,44,53
"180",11004,"Antwerpen","Flanders",11,45,84
"181",11004,"Antwerpen","Flanders",11,46,97
"182",11004,"Antwerpen","Flanders",11,47,174
"183",11004,"Antwerpen","Flanders",11,48,118
"184",11004,"Antwerpen","Flanders",12,48,56
"185",11004,"Antwerpen","Flanders",12,49,139
"186",11004,"Antwerpen","Flanders",12,50,46
"187",11004,"Antwerpen","Flanders",12,51,38
"188",11004,"Antwerpen","Flanders",12,52,67
"189",11004,"Antwerpen","Flanders",12,53,12
"190",11005,"Antwerpen","Flanders",1,1,10
"191",11005,"Antwerpen","Flanders",1,2,21
"192",11005,"Antwerpen","Flanders",1,3,18
"193",11005,"Antwerpen","Flanders",1,4,20
"194",11005,"Antwerpen","Flanders",1,5,9
"195",11005,"Antwerpen","Flanders",2,5,10
"196",11005,"Antwerpen","Flanders",2,6,16
"197",11005,"Antwerpen","Flanders",2,7,12
"198",11005,"Antwerpen","Flanders",2,8,21
"199",11005,"Antwerpen","Flanders",2,9,5
"200",11005,"Antwerpen","Flanders",3,9,28
"201",11005,"Antwerpen","Flanders",3,10,37
"202",11005,"Antwerpen","Flanders",3,11,49
"203",11005,"Antwerpen","Flanders",3,12,40
"204",11005,"Antwerpen","Flanders",3,13,45
"205",11005,"Antwerpen","Flanders",4,13,7
"206",11005,"Antwerpen","Flanders",4,14,61
"207",11005,"Antwerpen","Flanders",4,15,37
"208",11005,"Antwerpen","Flanders",4,16,36
"209",11005,"Antwerpen","Flanders",4,17,41
"210",11005,"Antwerpen","Flanders",4,18,3
"211",11005,"Antwerpen","Flanders",5,18,23
"212",11005,"Antwerpen","Flanders",5,19,25
"213",11005,"Antwerpen","Flanders",5,20,36
"214",11005,"Antwerpen","Flanders",5,21,15
"215",11005,"Antwerpen","Flanders",5,22,17
"216",11005,"Antwerpen","Flanders",6,22,12
"217",11005,"Antwerpen","Flanders",6,23,17
"218",11005,"Antwerpen","Flanders",6,24,8
"219",11005,"Antwerpen","Flanders",6,25,17
"220",11005,"Antwerpen","Flanders",6,26,9
"221",11005,"Antwerpen","Flanders",7,26,0
"222",11005,"Antwerpen","Flanders",7,27,10
"223",11005,"Antwerpen","Flanders",7,28,18
"224",11005,"Antwerpen","Flanders",7,29,23
"225",11005,"Antwerpen","Flanders",7,30,22
"226",11005,"Antwerpen","Flanders",7,31,9
"227",11005,"Antwerpen","Flanders",8,31,23
"228",11005,"Antwerpen","Flanders",8,32,34
"229",11005,"Antwerpen","Flanders",8,33,28
"230",11005,"Antwerpen","Flanders",8,34,43
"231",11005,"Antwerpen","Flanders",8,35,25
"232",11005,"Antwerpen","Flanders",9,35,17
"233",11005,"Antwerpen","Flanders",9,36,33
"234",11005,"Antwerpen","Flanders",9,37,22
"235",11005,"Antwerpen","Flanders",9,38,15
"236",11005,"Antwerpen","Flanders",9,39,11
"237",11005,"Antwerpen","Flanders",10,40,10
"238",11005,"Antwerpen","Flanders",10,41,24
"239",11005,"Antwerpen","Flanders",10,42,49
"240",11005,"Antwerpen","Flanders",10,43,53
"241",11005,"Antwerpen","Flanders",10,44,18
"242",11005,"Antwerpen","Flanders",11,44,45
"243",11005,"Antwerpen","Flanders",11,45,98
"244",11005,"Antwerpen","Flanders",11,46,107
"245",11005,"Antwerpen","Flanders",11,47,183
"246",11005,"Antwerpen","Flanders",11,48,163
"247",11005,"Antwerpen","Flanders",12,48,69
"248",11005,"Antwerpen","Flanders",12,49,147
"249",11005,"Antwerpen","Flanders",12,50,81
"250",11005,"Antwerpen","Flanders",12,51,74
"251",11005,"Antwerpen","Flanders",12,52,87
"252",11005,"Antwerpen","Flanders",12,53,19
"253",11007,"Antwerpen","Flanders",1,1,22
"254",11007,"Antwerpen","Flanders",1,2,14
"255",11007,"Antwerpen","Flanders",1,3,13
"256",11007,"Antwerpen","Flanders",1,4,9
"257",11007,"Antwerpen","Flanders",1,5,2
"258",11007,"Antwerpen","Flanders",2,5,10
"259",11007,"Antwerpen","Flanders",2,6,22
"260",11007,"Antwerpen","Flanders",2,7,16
"261",11007,"Antwerpen","Flanders",2,8,19
"262",11007,"Antwerpen","Flanders",2,9,3
"263",11007,"Antwerpen","Flanders",3,9,24
"264",11007,"Antwerpen","Flanders",3,10,23
"265",11007,"Antwerpen","Flanders",3,11,25
"266",11007,"Antwerpen","Flanders",3,12,24
"267",11007,"Antwerpen","Flanders",3,13,19
"268",11007,"Antwerpen","Flanders",4,13,2
"269",11007,"Antwerpen","Flanders",4,14,15
"270",11007,"Antwerpen","Flanders",4,15,31
"271",11007,"Antwerpen","Flanders",4,16,15
"272",11007,"Antwerpen","Flanders",4,17,13
"273",11007,"Antwerpen","Flanders",4,18,5
"274",11007,"Antwerpen","Flanders",5,18,14
"275",11007,"Antwerpen","Flanders",5,19,26
"276",11007,"Antwerpen","Flanders",5,20,23
"277",11007,"Antwerpen","Flanders",5,21,13
"278",11007,"Antwerpen","Flanders",5,22,10
"279",11007,"Antwerpen","Flanders",6,22,12
"280",11007,"Antwerpen","Flanders",6,23,10
"281",11007,"Antwerpen","Flanders",6,24,2
"282",11007,"Antwerpen","Flanders",6,25,1
"283",11007,"Antwerpen","Flanders",6,26,1
"284",11007,"Antwerpen","Flanders",7,26,0
"285",11007,"Antwerpen","Flanders",7,27,1
"286",11007,"Antwerpen","Flanders",7,28,12
"287",11007,"Antwerpen","Flanders",7,29,13
"288",11007,"Antwerpen","Flanders",7,30,21
"289",11007,"Antwerpen","Flanders",7,31,3
"290",11007,"Antwerpen","Flanders",8,31,8
"291",11007,"Antwerpen","Flanders",8,32,5
"292",11007,"Antwerpen","Flanders",8,33,12
"293",11007,"Antwerpen","Flanders",8,34,19
"294",11007,"Antwerpen","Flanders",8,35,8
"295",11007,"Antwerpen","Flanders",9,35,0
"296",11007,"Antwerpen","Flanders",9,36,16
"297",11007,"Antwerpen","Flanders",9,37,13
"298",11007,"Antwerpen","Flanders",9,38,19
"299",11007,"Antwerpen","Flanders",9,39,10
"300",11007,"Antwerpen","Flanders",10,40,16
"301",11007,"Antwerpen","Flanders",10,41,18
"302",11007,"Antwerpen","Flanders",10,42,47
"303",11007,"Antwerpen","Flanders",10,43,97
"304",11007,"Antwerpen","Flanders",10,44,34
"305",11007,"Antwerpen","Flanders",11,44,50
"306",11007,"Antwerpen","Flanders",11,45,81
"307",11007,"Antwerpen","Flanders",11,46,96
"308",11007,"Antwerpen","Flanders",11,47,105
"309",11007,"Antwerpen","Flanders",11,48,50
"310",11007,"Antwerpen","Flanders",12,48,22
"311",11007,"Antwerpen","Flanders",12,49,69
"312",11007,"Antwerpen","Flanders",12,50,41
"313",11007,"Antwerpen","Flanders",12,51,25
"314",11007,"Antwerpen","Flanders",12,52,44
"315",11007,"Antwerpen","Flanders",12,53,2
"316",11008,"Antwerpen","Flanders",1,1,30
"317",11008,"Antwerpen","Flanders",1,2,34
"318",11008,"Antwerpen","Flanders",1,3,24
"319",11008,"Antwerpen","Flanders",1,4,28
"320",11008,"Antwerpen","Flanders",1,5,12
"321",11008,"Antwerpen","Flanders",2,5,14
"322",11008,"Antwerpen","Flanders",2,6,23
"323",11008,"Antwerpen","Flanders",2,7,28
"324",11008,"Antwerpen","Flanders",2,8,34
"325",11008,"Antwerpen","Flanders",2,9,25
"326",11008,"Antwerpen","Flanders",3,9,16
"327",11008,"Antwerpen","Flanders",3,10,41
"328",11008,"Antwerpen","Flanders",3,11,65
"329",11008,"Antwerpen","Flanders",3,12,88
"330",11008,"Antwerpen","Flanders",3,13,65
"331",11008,"Antwerpen","Flanders",4,13,9
"332",11008,"Antwerpen","Flanders",4,14,55
"333",11008,"Antwerpen","Flanders",4,15,51
"334",11008,"Antwerpen","Flanders",4,16,65
"335",11008,"Antwerpen","Flanders",4,17,39
"336",11008,"Antwerpen","Flanders",4,18,9
"337",11008,"Antwerpen","Flanders",5,18,46
"338",11008,"Antwerpen","Flanders",5,19,25
"339",11008,"Antwerpen","Flanders",5,20,31
"340",11008,"Antwerpen","Flanders",5,21,47
"341",11008,"Antwerpen","Flanders",5,22,22
"342",11008,"Antwerpen","Flanders",6,22,12
"343",11008,"Antwerpen","Flanders",6,23,11
"344",11008,"Antwerpen","Flanders",6,24,13
"345",11008,"Antwerpen","Flanders",6,25,10
"346",11008,"Antwerpen","Flanders",6,26,14
"347",11008,"Antwerpen","Flanders",7,26,5
"348",11008,"Antwerpen","Flanders",7,27,22
"349",11008,"Antwerpen","Flanders",7,28,36
"350",11008,"Antwerpen","Flanders",7,29,32
"351",11008,"Antwerpen","Flanders",7,30,49
"352",11008,"Antwerpen","Flanders",7,31,4
"353",11008,"Antwerpen","Flanders",8,31,32
"354",11008,"Antwerpen","Flanders",8,32,30
"355",11008,"Antwerpen","Flanders",8,33,21
"356",11008,"Antwerpen","Flanders",8,34,26
"357",11008,"Antwerpen","Flanders",8,35,14
"358",11008,"Antwerpen","Flanders",9,35,2
"359",11008,"Antwerpen","Flanders",9,36,22
"360",11008,"Antwerpen","Flanders",9,37,31
"361",11008,"Antwerpen","Flanders",9,38,19
"362",11008,"Antwerpen","Flanders",9,39,20
"363",11008,"Antwerpen","Flanders",10,40,16
"364",11008,"Antwerpen","Flanders",10,41,41
"365",11008,"Antwerpen","Flanders",10,42,68
"366",11008,"Antwerpen","Flanders",10,43,135
"367",11008,"Antwerpen","Flanders",10,44,60
"368",11008,"Antwerpen","Flanders",11,44,118
"369",11008,"Antwerpen","Flanders",11,45,331
"370",11008,"Antwerpen","Flanders",11,46,366
"371",11008,"Antwerpen","Flanders",11,47,379
"372",11008,"Antwerpen","Flanders",11,48,251
"373",11008,"Antwerpen","Flanders",12,48,116
"374",11008,"Antwerpen","Flanders",12,49,296
"375",11008,"Antwerpen","Flanders",12,50,173
"376",11008,"Antwerpen","Flanders",12,51,120
"377",11008,"Antwerpen","Flanders",12,52,221
"378",11008,"Antwerpen","Flanders",12,53,31
"379",11009,"Antwerpen","Flanders",1,1,22
"380",11009,"Antwerpen","Flanders",1,2,27
"381",11009,"Antwerpen","Flanders",1,3,29
"382",11009,"Antwerpen","Flanders",1,4,21
"383",11009,"Antwerpen","Flanders",1,5,7
"384",11009,"Antwerpen","Flanders",2,5,15
"385",11009,"Antwerpen","Flanders",2,6,27
"386",11009,"Antwerpen","Flanders",2,7,15
"387",11009,"Antwerpen","Flanders",2,8,23
"388",11009,"Antwerpen","Flanders",2,9,9
"389",11009,"Antwerpen","Flanders",3,9,18
"390",11009,"Antwerpen","Flanders",3,10,30
"391",11009,"Antwerpen","Flanders",3,11,42
"392",11009,"Antwerpen","Flanders",3,12,57
"393",11009,"Antwerpen","Flanders",3,13,53
"394",11009,"Antwerpen","Flanders",4,13,15
"395",11009,"Antwerpen","Flanders",4,14,50
"396",11009,"Antwerpen","Flanders",4,15,44
"397",11009,"Antwerpen","Flanders",4,16,46
"398",11009,"Antwerpen","Flanders",4,17,38
"399",11009,"Antwerpen","Flanders",4,18,9
"400",11009,"Antwerpen","Flanders",5,18,23
"401",11009,"Antwerpen","Flanders",5,19,42
"402",11009,"Antwerpen","Flanders",5,20,35
"403",11009,"Antwerpen","Flanders",5,21,30
"404",11009,"Antwerpen","Flanders",5,22,16
"405",11009,"Antwerpen","Flanders",6,22,10
"406",11009,"Antwerpen","Flanders",6,23,23
"407",11009,"Antwerpen","Flanders",6,24,5
"408",11009,"Antwerpen","Flanders",6,25,8
"409",11009,"Antwerpen","Flanders",6,26,6
"410",11009,"Antwerpen","Flanders",7,26,0
"411",11009,"Antwerpen","Flanders",7,27,14
"412",11009,"Antwerpen","Flanders",7,28,23
"413",11009,"Antwerpen","Flanders",7,29,29
"414",11009,"Antwerpen","Flanders",7,30,13
"415",11009,"Antwerpen","Flanders",7,31,6
"416",11009,"Antwerpen","Flanders",8,31,12
"417",11009,"Antwerpen","Flanders",8,32,28
"418",11009,"Antwerpen","Flanders",8,33,23
"419",11009,"Antwerpen","Flanders",8,34,19
"420",11009,"Antwerpen","Flanders",8,35,11
"421",11009,"Antwerpen","Flanders",9,35,5
"422",11009,"Antwerpen","Flanders",9,36,14
"423",11009,"Antwerpen","Flanders",9,37,14
"424",11009,"Antwerpen","Flanders",9,38,12
"425",11009,"Antwerpen","Flanders",9,39,22
"426",11009,"Antwerpen","Flanders",10,40,33
"427",11009,"Antwerpen","Flanders",10,41,57
"428",11009,"Antwerpen","Flanders",10,42,113
"429",11009,"Antwerpen","Flanders",10,43,211
"430",11009,"Antwerpen","Flanders",10,44,63
"431",11009,"Antwerpen","Flanders",11,44,87
"432",11009,"Antwerpen","Flanders",11,45,188
"433",11009,"Antwerpen","Flanders",11,46,328
"434",11009,"Antwerpen","Flanders",11,47,423
"435",11009,"Antwerpen","Flanders",11,48,253
"436",11009,"Antwerpen","Flanders",12,48,98
"437",11009,"Antwerpen","Flanders",12,49,258
"438",11009,"Antwerpen","Flanders",12,50,164
"439",11009,"Antwerpen","Flanders",12,51,83
"440",11009,"Antwerpen","Flanders",12,52,151
"441",11009,"Antwerpen","Flanders",12,53,37
"442",11013,"Antwerpen","Flanders",1,1,12
"443",11013,"Antwerpen","Flanders",1,2,20
"444",11013,"Antwerpen","Flanders",1,3,17
"445",11013,"Antwerpen","Flanders",1,4,13
"446",11013,"Antwerpen","Flanders",1,5,8
"447",11013,"Antwerpen","Flanders",2,5,14
"448",11013,"Antwerpen","Flanders",2,6,16
"449",11013,"Antwerpen","Flanders",2,7,24
"450",11013,"Antwerpen","Flanders",2,8,21
"451",11013,"Antwerpen","Flanders",2,9,9
"452",11013,"Antwerpen","Flanders",3,9,15
"453",11013,"Antwerpen","Flanders",3,10,14
"454",11013,"Antwerpen","Flanders",3,11,40
"455",11013,"Antwerpen","Flanders",3,12,55
"456",11013,"Antwerpen","Flanders",3,13,32
"457",11013,"Antwerpen","Flanders",4,13,2
"458",11013,"Antwerpen","Flanders",4,14,30
"459",11013,"Antwerpen","Flanders",4,15,19
"460",11013,"Antwerpen","Flanders",4,16,34
"461",11013,"Antwerpen","Flanders",4,17,38
"462",11013,"Antwerpen","Flanders",4,18,3
"463",11013,"Antwerpen","Flanders",5,18,37
"464",11013,"Antwerpen","Flanders",5,19,38
"465",11013,"Antwerpen","Flanders",5,20,34
"466",11013,"Antwerpen","Flanders",5,21,32
"467",11013,"Antwerpen","Flanders",5,22,7
"468",11013,"Antwerpen","Flanders",6,22,12
"469",11013,"Antwerpen","Flanders",6,23,12
"470",11013,"Antwerpen","Flanders",6,24,11
"471",11013,"Antwerpen","Flanders",6,25,9
"472",11013,"Antwerpen","Flanders",6,26,8
"473",11013,"Antwerpen","Flanders",7,26,1
"474",11013,"Antwerpen","Flanders",7,27,12
"475",11013,"Antwerpen","Flanders",7,28,31
"476",11013,"Antwerpen","Flanders",7,29,35
"477",11013,"Antwerpen","Flanders",7,30,31
"478",11013,"Antwerpen","Flanders",7,31,14
"479",11013,"Antwerpen","Flanders",8,31,17
"480",11013,"Antwerpen","Flanders",8,32,22
"481",11013,"Antwerpen","Flanders",8,33,14
"482",11013,"Antwerpen","Flanders",8,34,21
"483",11013,"Antwerpen","Flanders",8,35,11
"484",11013,"Antwerpen","Flanders",9,35,7
"485",11013,"Antwerpen","Flanders",9,36,10
"486",11013,"Antwerpen","Flanders",9,37,31
"487",11013,"Antwerpen","Flanders",9,38,29
"488",11013,"Antwerpen","Flanders",9,39,27
"489",11013,"Antwerpen","Flanders",10,40,36
"490",11013,"Antwerpen","Flanders",10,41,31
"491",11013,"Antwerpen","Flanders",10,42,78
"492",11013,"Antwerpen","Flanders",10,43,163
"493",11013,"Antwerpen","Flanders",10,44,41
"494",11013,"Antwerpen","Flanders",11,44,85
"495",11013,"Antwerpen","Flanders",11,45,136
"496",11013,"Antwerpen","Flanders",11,46,194
"497",11013,"Antwerpen","Flanders",11,47,228
"498",11013,"Antwerpen","Flanders",11,48,141
"499",11013,"Antwerpen","Flanders",12,48,47
"500",11013,"Antwerpen","Flanders",12,49,168
"501",11013,"Antwerpen","Flanders",12,50,117
"502",11013,"Antwerpen","Flanders",12,51,106
"503",11013,"Antwerpen","Flanders",12,52,120
"504",11013,"Antwerpen","Flanders",12,53,24
"505",11016,"Antwerpen","Flanders",1,1,22
"506",11016,"Antwerpen","Flanders",1,2,37
"507",11016,"Antwerpen","Flanders",1,3,25
"508",11016,"Antwerpen","Flanders",1,4,31
"509",11016,"Antwerpen","Flanders",1,5,5
"510",11016,"Antwerpen","Flanders",2,5,17
"511",11016,"Antwerpen","Flanders",2,6,14
"512",11016,"Antwerpen","Flanders",2,7,23
"513",11016,"Antwerpen","Flanders",2,8,38
"514",11016,"Antwerpen","Flanders",2,9,5
"515",11016,"Antwerpen","Flanders",3,9,9
"516",11016,"Antwerpen","Flanders",3,10,32
"517",11016,"Antwerpen","Flanders",3,11,40
"518",11016,"Antwerpen","Flanders",3,12,78
"519",11016,"Antwerpen","Flanders",3,13,37
"520",11016,"Antwerpen","Flanders",4,13,4
"521",11016,"Antwerpen","Flanders",4,14,30
"522",11016,"Antwerpen","Flanders",4,15,28
"523",11016,"Antwerpen","Flanders",4,16,27
"524",11016,"Antwerpen","Flanders",4,17,41
"525",11016,"Antwerpen","Flanders",4,18,3
"526",11016,"Antwerpen","Flanders",5,18,15
"527",11016,"Antwerpen","Flanders",5,19,37
"528",11016,"Antwerpen","Flanders",5,20,20
"529",11016,"Antwerpen","Flanders",5,21,31
"530",11016,"Antwerpen","Flanders",5,22,16
"531",11016,"Antwerpen","Flanders",6,22,16
"532",11016,"Antwerpen","Flanders",6,23,28
"533",11016,"Antwerpen","Flanders",6,24,13
"534",11016,"Antwerpen","Flanders",6,25,2
"535",11016,"Antwerpen","Flanders",6,26,5
"536",11016,"Antwerpen","Flanders",7,26,0
"537",11016,"Antwerpen","Flanders",7,27,1
"538",11016,"Antwerpen","Flanders",7,28,14
"539",11016,"Antwerpen","Flanders",7,29,12
"540",11016,"Antwerpen","Flanders",7,30,26
"541",11016,"Antwerpen","Flanders",7,31,2
"542",11016,"Antwerpen","Flanders",8,31,6
"543",11016,"Antwerpen","Flanders",8,32,7
"544",11016,"Antwerpen","Flanders",8,33,13
"545",11016,"Antwerpen","Flanders",8,34,17
"546",11016,"Antwerpen","Flanders",8,35,11
"547",11016,"Antwerpen","Flanders",9,35,2
"548",11016,"Antwerpen","Flanders",9,36,6
"549",11016,"Antwerpen","Flanders",9,37,12
"550",11016,"Antwerpen","Flanders",9,38,5
"551",11016,"Antwerpen","Flanders",9,39,23
"552",11016,"Antwerpen","Flanders",10,40,18
"553",11016,"Antwerpen","Flanders",10,41,33
"554",11016,"Antwerpen","Flanders",10,42,35
"555",11016,"Antwerpen","Flanders",10,43,51
"556",11016,"Antwerpen","Flanders",10,44,19
"557",11016,"Antwerpen","Flanders",11,44,48
"558",11016,"Antwerpen","Flanders",11,45,131
